0,1,2
u-cjPbEegTIS5VrIYg0sDlBQ,WRITE_REVIEW,r-yv6orHHXz3bIYH4XsSrNsA
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_REVIEW,r-Sa-bYWoZgtmxh8zZogUBkg
Garbage,MENU_ATTR_FOR,b-8grTRpmD9JYRPWayoLxg0w
Service,IS,Outstanding
Good,MENU_ATTR_FOR,b-ZJ0gQp0fcnIDiZv0m9--Gg
Food,IS,Decent
u-OvpSfXcDf7UzYlaomWP9dg,RATE,b-ZNdV9ytExuxPTXSN8i2xhw
Sauce,IS,Thicker
u-q_4Q3Cpx9frUQ3vJMl53Nw,WRITE_REVIEW,r-638qhAUpFzV5wViCrnjIuA
u-aeO2eQXK9riEOQWJpBu3qQ,WRITE_REVIEW,r-KL50_N6k5Md--szydhhtMQ
Masala_Dosa,IS,Great
u-pZsVUkMb4yGMGoTRzNS7Ew,WRITE_REVIEW,r-ctbb9UOv34bDd2MGdUHLvQ
u-iJCtRAlSvxiUuKlVAnsq0A,RATE,b-BxkVct02QHybp54ATZgkUQ
u-3Uc8LC5pnLH9bhVQlL4g2A,WRITE_REVIEW,r-Nxwfqv4rfA-lXQYxdg_b6Q
u-i_FXWLldE2DKgvE8dXwp2A,WRITE_REVIEW,r-A-RwXEQYmoyTNT3LlPHcTw
b-or1daHtUK9b7sqFRPf62GQ,HAS_REVIEW,r-yIDyKOqOE7DmleUj3PV37g
u-FGxJnIi14v1gVRXbDQPffg,VISIT,b-XvuUYiJYAAiNC4AmdbBZ8g
u-SKgQIHJVj7JU60kBKo8OZw,RATE,b-scM6rLQqoz5dEIgwz_JFsg
b-BxkVct02QHybp54ATZgkUQ,HAS_MENU,Pakora
u-KDGywMWT8L1oy6pOrWtFpQ,RATE,b-P4h8kgy_48oE9vCHJc4BCQ
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_REVIEW,r--nFPlphXW0lzEhNDM_3uYw
b-XNL6PRXaQxyDO2yeBdy11w,HAS_MENU,Cheese
b-NHDdAZJqS3cf_K6HYxoQ9w,HAS_REVIEW,r-FEeraITx6wW8LPx_ENE_4A
u--DQisTwt2iGzKKfqy-NWHQ,WRITE_REVIEW,r-gnaoDYAHrCubgCkcnM4c2A
u-fLD6rRsqwXLoIhOUeFnQBA,VISIT,b-TAnzFr9NixvCbvUdJMWL5Q
u--pdxU0UGLPyZIDrAZJnPLw,RATE,b-y4z0iQZWN4R2Fk8SiPQU5A
u-59YqfjPWX3RfEKETXAXGTA,VISIT,b-8PZGCtgG5MZKvz9i3B9gCA
u-pW1Dy4BWssf8vlkjgKhbgw,WRITE_REVIEW,r-d7X4c1C6HtCAfo285BEBHw
u-YPglLG7FfeQfQDXLl79kZg,RATE,b-7vgWonwfqRt9pxR1c00Ulw
Food,IS,Tasty
b-0cf-w9PK5gLkBkitL3bdqw,HAS_REVIEW,r-6CRMy2UWySqPj9COLVwEjg
u-BsoJkLbamTSK4zbiN7h0zA,RATE,b-gXLiBVCHIqoPEw2CaP3QmQ
b-c4qE3ygdEQUD9dZjganavA,HAS_MENU,Mango_Lassi
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_ASPECT,Service
u-wSdaPQyago-Ip1UQgxP_xg,RATE,b-h-psPOmlY0mCOflb3S3rdQ
Terrific,ASPECT_ATTR_FOR,b-XNL6PRXaQxyDO2yeBdy11w
b-TAnzFr9NixvCbvUdJMWL5Q,HAS_MENU,Rice
Soft,MENU_ATTR_FOR,b-xA6L2w_TlbxHubb1xeBE8w
b-0zTLMQOZhiCp9GFtegiFsw,HAS_MENU,Sweets
b-35KvoWbA3kEsdckaWqG3OA,HAS_MENU,Biryani
u-8OZ0XguTupUeWpeAZ7u7MQ,WRITE_REVIEW,r-3TgtF4SvYdchMA39otX34w
u-_t3BJzyGaqr9mcDazYiYAQ,VISIT,b-8PZGCtgG5MZKvz9i3B9gCA
b-8grTRpmD9JYRPWayoLxg0w,HAS_MENU,Dinner
u-BAQTix1egll0AgJGT-hVDw,ORDER,Curry
b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_MENU,Chutney
b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_REVIEW,r-4tVHtwFf5meeq5ylp07rqw
b-8PZGCtgG5MZKvz9i3B9gCA,HAS_REVIEW,r-Pc5M-ulIJZAMKjXw6EdI1w
u-2BEDMCl2ZPoEu1cT-ZsXoA,VISIT,b-BxkVct02QHybp54ATZgkUQ
u-UOy50uHRgog58A1TFtUsfg,VISIT,b-j9YFHVQqxM_qKHIc4nck-A
u-vlou5a25r_5D5Pk2Yk3NLw,VISIT,b-LwXo16VrGPhhOWc_Wj7ifw
u-G3civyLatxrzYk0lln3MUQ,WRITE_REVIEW,r-Wz45BsTRiaka83WOptMyuA
u-V1K3YYKCZG3kcUf6_4j-SA,VISIT,b-h-psPOmlY0mCOflb3S3rdQ
Rice,IS,Good
b-GC9Re0tKAnecMww3DB638g,HAS_MENU,Ice_Cream
u-HPuTCCL4W3u5sxrbBFu9YA,WRITE_REVIEW,r-gefmgP2UjllbIaxgxEixXQ
b-gsc1j3RZQdScBnULSwaV9A,LOCATED_IN,Calgary-Canada
b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_REVIEW,r-LnVO6ewXF72cq_VuaUiKpg
u-brY1l1obnPNk-oyDcScyMw,ORDER,Lassis
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-JF8mIvYVeQvig925f8WfaA
Staff,IS,Helpful
u-qewG3X2O4X6JKskxyyqFwQ,RATE,b-DeI4KqEeWy0cTdh7Wy5_RA
b-DJuQgsoj-qmU0i5iTAa4aA,HAS_ASPECT,Staff
Expensive,ASPECT_ATTR_FOR,b-3wJ4kJsJhayyfJ30HsS04g
Good,MENU_ATTR_FOR,b-_PKXarw3GjlbwbXhjdpUMA
u-FyikYazQbNoOumDooOQyyA,ORDER,Chicken_Tikka_Masala
Samosa,IS,Crisp
b-or1daHtUK9b7sqFRPf62GQ,HAS_MENU,Supreme_Dosa
u-QGop4dOKhnBZ-LHhc5yqPA,VISIT,b-TTCZkfxt0GW8YUzdVe0PrA
u-kS0J0v7cAKUmgfYIxPZEpw,RATE,b-W_9ophRRWO924hn1S-y2Hg
b-tIXpNWE6R1yadAThbSefHw,HAS_MENU,Beef_Chilli
u-Qu8Y4COgSfkPe_mVfkrH-Q,VISIT,b-ZNdV9ytExuxPTXSN8i2xhw
u-0V44Yx8pIOt_acaWixmW2Q,RATE,b-geMa0_CtMOctkUhf_JXK9Q
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_MENU,Garlic_Naan
Bland,ASPECT_ATTR_FOR,b-kG0N5urz2lkPEBDPjqFR3w
u-RKi_YGegDpRndVJSP1pAxg,RATE,b-TAnzFr9NixvCbvUdJMWL5Q
u-leyNDNVu09Ldbg5ujPWMhQ,VISIT,b-ZJ0gQp0fcnIDiZv0m9--Gg
b-W_9ophRRWO924hn1S-y2Hg,HAS_REVIEW,r-jQs6PPjGJ0LrwENk5B3F8A
b-k9PfKE7KfztoMpOSx25UpA,HAS_ASPECT,Food
b-35KvoWbA3kEsdckaWqG3OA,HAS_REVIEW,r-UQFy7eW2_wuLzQJqXpZS-Q
b-OZwMMnRncrp7_uC-N3vV1Q,HAS_REVIEW,r-GGxKT32G57Xw_EGjPofpWQ
Food,IS,Excellent
b-S4qUsi44l5D9BbUCkhwQEA,HAS_ASPECT,Food
b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_REVIEW,r-5PwzpIhbP8fqWPbDBKJpJg
Vada,IS,Good
u-n4DeNymCmaulmpoThjjEQg,VISIT,b-nbf4o8gUP2y9JKFE2wBO2A
b-5VOqWjRXUPc7b1A_NSI9mQ,HAS_ASPECT,Decor
Decor,IS,Bright
b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_REVIEW,r-BYNpYcoan2WjE6nEaCZRew
u-FLLrA7D34jmzX0h2k3i2MQ,RATE,b-DeI4KqEeWy0cTdh7Wy5_RA
u-BdP8xKV5PXqlkXR60OX5Cg,RATE,b-f7RXwcus_-EOsR0q5ctVjw
Parathas,IS,Authentic
u-xLC3Yv80tjHBdMMUNOGcqw,RATE,b-oVuZtlCFg_zF090Nhtp0Ow
b-eRZuxjnaMviiVyvhejwTBQ,HAS_ASPECT,Food
u-4OY8QfPV1LR3ggNN4P51OA,WRITE_REVIEW,r-5HffP4SNojcf-uCc5rwjBw
u-IrG8nrO5npF3SYonkAXIEQ,RATE,b-BoiAZQB9AHRvazM055GFOw
u-EbxSw9f02Lg4teiC75X6rQ,WRITE_REVIEW,r-GdKloN0PJsUkLEK0Cl20ng
Sweet,MENU_ATTR_FOR,b-DKqhCd3Vwl3CEo8vUHhLYg
Rice,IS,Good
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-NvCjbOkDxEFTJUtiM39F3Q
Good,MENU_ATTR_FOR,b-qcqDjeirxvdgW5kQVkEwSA
b-De8Z9rLZOmf-icp3gDxCZA,HAS_REVIEW,r-A9JBi11lZYdPbo2fzcQhOQ
Good,ASPECT_ATTR_FOR,b-LwXo16VrGPhhOWc_Wj7ifw
b-P4h8kgy_48oE9vCHJc4BCQ,HAS_MENU,Palak_Paneer
u-RsuNc8EdA9J_dsImcheaRQ,RATE,b-MgsOZpYSntKSCzNROiWgYQ
u-wu6KPWT04i56P4bB1iY73A,VISIT,b-XvuUYiJYAAiNC4AmdbBZ8g
u-nV-0o4NVrcOtIY4w_t32LA,VISIT,b-TTCZkfxt0GW8YUzdVe0PrA
Chandler-United_States,LOCATED_IN,United_States
u-wjHBq5ct8aHYh0dZv86fjQ,VISIT,b-0zTLMQOZhiCp9GFtegiFsw
u-WBCG29Wa-amEZPnoAGqYgg,WRITE_REVIEW,r-Ii_bCzZiKxHduHAj0sSAIg
u-LEFsjetoUEyWTiOLq9xkyg,WRITE_REVIEW,r-AWtiPQDVAfVkhOi0IKkkQA
u-AeYL-4rVuWfgeDJ-PGwlEg,VISIT,b-8PZGCtgG5MZKvz9i3B9gCA
u-KOHvhD69T7rlnK7zKO2wmA,WRITE_REVIEW,r-Ao44EAAj-TFm1YnMH7wSVw
u-Fantoh6E7ScHhZjY6Nzq_A,VISIT,b-y4z0iQZWN4R2Fk8SiPQU5A
u-1R_hou5lgjLWsZmYHOSCnQ,VISIT,b-Dh2Z3WNu6M71LbMNHEeg3w
u-1MT0490XXv6va54LSNV51A,RATE,b-y4z0iQZWN4R2Fk8SiPQU5A
Good,MENU_ATTR_FOR,b-sUGlSS0AF2xPYFEjvKJbSA
Great,ASPECT_ATTR_FOR,b-W_9ophRRWO924hn1S-y2Hg
u-SRhUZfTNf_qis3x-1dSWnQ,VISIT,b-Eu-M3y8a5bIxIRXlCj9yHA
u-up-mcezRNykPU1RvfNFt0w,RATE,b-kG0N5urz2lkPEBDPjqFR3w
Rice,IS,Lackluster
u-Mk9ekByCVSifYjfPty8kIw,HAS,Food
Muddle,ASPECT_ATTR_FOR,b-35KvoWbA3kEsdckaWqG3OA
Food,IS,Good
u-0GUlOnwNMENSpzeb_ZBGzA,VISIT,b-sUGlSS0AF2xPYFEjvKJbSA
b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_MENU,Garlic_Naan
u-eDKpiNOWoPqi3NFDn6QgEw,RATE,b-_PKXarw3GjlbwbXhjdpUMA
Food,IS,Decent
b-LwXo16VrGPhhOWc_Wj7ifw,HAS_MENU,Chicken_Biryani
u-4jS_QEA1yOHaNvKPauqHbg,VISIT,b-S4qUsi44l5D9BbUCkhwQEA
u-QEyj98qQ_cM4YbIWeKcSfA,WRITE_REVIEW,r-Z-Lgef80WcvlT4-fg6rNjw
b-ICUCAzUZFiWkYs7iCtNCQg,HAS_MENU,Basmati_Rice
u-3aGRbM1U4iABY7CLsMOxFQ,VISIT,b-k9PfKE7KfztoMpOSx25UpA
b-TAnzFr9NixvCbvUdJMWL5Q,HAS_REVIEW,r-gxqRuZltwMbtLQEMJ-tDYw
Consistent,ASPECT_ATTR_FOR,b-eRZuxjnaMviiVyvhejwTBQ
u-9gCAt3MUi1gEr5t519ckRA,WRITE_REVIEW,r-oHAv84K_t25Fpn89cDyM3w
u-hp6KQCEHBjENN1Q98oT0dg,VISIT,b-dg4EMyM1feTEWfLPSbunrg
u-d3UYJ0yb2_s5TgcmRA2rxA,ORDER,Chicken_Biryani
Staff,IS,Friendly
b-p-J9iJgeHmPGk2jFAM0WnA,HAS_REVIEW,r-8kiNDUzJ-avl6PyvCjFAxw
u-QGop4dOKhnBZ-LHhc5yqPA,WRITE_REVIEW,r-zjrmH3AclnGRe0m3lWgd-A
Basmati_Rice,IS,Great
b-35KvoWbA3kEsdckaWqG3OA,HAS_ASPECT,Food
b-eRZuxjnaMviiVyvhejwTBQ,HAS_REVIEW,r-bpyRGmSfgkgdrm4BuQv-8Q
u-z42tHgfcWXNA60x0Japutg,RATE,b-qcqDjeirxvdgW5kQVkEwSA
u-RsU9rS1Xee8vr79VgTVJgQ,WRITE_REVIEW,r-CKBA_kAyb2bpHkTH0XAB3Q
u--Pa4gci1ZPRf8cdBXtblhQ,ORDER,Paya
u-vPL7uC-GT0n-yGRa60x6iA,RATE,b-xYpAg60oZVbOtSYgrOKBgQ
b-kG0N5urz2lkPEBDPjqFR3w,HAS_MENU,Mango_Lassi
b-AZKhBlrI5vgTBm3j9WwnbA,HAS_CATEGORY,Indian
u-HE0qZ9B1B-h6icUDpV7sdw,ORDER,Tandoori_Chicken
b-V_jIfMz9Z7a5mthleRq0_w,HAS_ASPECT,Food
u-kl-d14Yr3idzaRNGvreTyA,WRITE_REVIEW,r-kll_G01ue2JbmcjxG-b3Lw
Lamb_Lollies,IS,Good
Doubles,IS,Good
u-IKkK_waJT8aER3-XB0WBjw,WRITE_REVIEW,r-0Yvt5985KkPZG76booisHg
Sauce,IS,Flavourful
Tasty,MENU_ATTR_FOR,b-xYpAg60oZVbOtSYgrOKBgQ
u-r8ifFR-vEmD-h9LdrR22Uw,WRITE_REVIEW,r-2UWD_yV7r93DBizQfi7x9w
u-awbUZngn1XiQUanQC7Yh-A,WRITE_REVIEW,r-ZGRufjPgB2JYlsSRCuQ4LQ
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_REVIEW,r-8VxDzrJQbAiwPrV1CkJi5Q
Good,ASPECT_ATTR_FOR,b-Eu-M3y8a5bIxIRXlCj9yHA
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_REVIEW,r-wFR85whO67EyoYrWzNBJtA
u-RsuNc8EdA9J_dsImcheaRQ,WRITE_REVIEW,r-Z_5bB4QSofAxngMT3GwZKA
u-nS39P_prIufEPuX60ixEkw,VISIT,b-ZJ0gQp0fcnIDiZv0m9--Gg
u-0LUt7xSvYgLpL0zBezI5QA,WRITE_REVIEW,r-Dikcuk6N3o5V_pihcXaIeA
Slow,ASPECT_ATTR_FOR,b-gXLiBVCHIqoPEw2CaP3QmQ
u-Q4W700OKMIR8wtj0V-CAjA,RATE,b-P4h8kgy_48oE9vCHJc4BCQ
b-vCx6uieEF0W0mKFK4sT3Yg,HAS_REVIEW,r-U0NO828XgiSD6ISH14C9IQ
u-XsoGLV1eNaSWxH03QqknnQ,RATE,b-XvuUYiJYAAiNC4AmdbBZ8g
Amazing,ASPECT_ATTR_FOR,b-XvuUYiJYAAiNC4AmdbBZ8g
u-ckBI6eKWCL-OwT_MAwwZiA,VISIT,b-qcqDjeirxvdgW5kQVkEwSA
u-U1jJdUcyXyh1i2APYNd-6Q,RATE,b-35KvoWbA3kEsdckaWqG3OA
Food,IS,Good
u-9p6B0BZhUREP4-Ua_xD4bA,RATE,b-_PKXarw3GjlbwbXhjdpUMA
b-XNL6PRXaQxyDO2yeBdy11w,HAS_REVIEW,r-4S2Ver1EKzN-g-7QeWwfFQ
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_MENU,Samosa
u-YpVvSMuQWQiRCHbbUjFzag,WRITE_REVIEW,r-goJNzQOprBsZXW20iGZI0Q
b-P4zWgzYzy03D9LeDTpKuDg,HAS_REVIEW,r-vHII4--IxQlyo-g4M-a4vg
u-ylTW0u-IbeQrH_zT_4H1Gg,VISIT,b-Pzs43Fkub-6A9hA1zqpF_w
u-k_IsTrzY_rU7nWvojhK-FQ,VISIT,b-OZwMMnRncrp7_uC-N3vV1Q
Madras,IS,Good
u-0-M2ovkMFcAlBjg8nxBXvA,RATE,b-kG0N5urz2lkPEBDPjqFR3w
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_REVIEW,r-_ogKCLUi_7usxSeo-wsqTA
b-GC9Re0tKAnecMww3DB638g,HAS_REVIEW,r-PJxVahMKE_9PJV8LiztPmw
u-iOR5mdeMaR36VbA76IGbMQ,RATE,b-bO_JX-lDo5D5JGZhK5Ly3A
u-p9RQX58PLPY5RiSNgKBuFQ,VISIT,b-DJuQgsoj-qmU0i5iTAa4aA
b-P4h8kgy_48oE9vCHJc4BCQ,HAS_ASPECT,Staff
b-P4h8kgy_48oE9vCHJc4BCQ,HAS_REVIEW,r-b0BvoXdxr4X9ZS1NQ2slkw
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_REVIEW,r-5KF82p1QYGPopuaC2mSHLw
b-DJuQgsoj-qmU0i5iTAa4aA,HAS_REVIEW,r-19lu2yoiULv9vlEpnTYk8w
b-eRZuxjnaMviiVyvhejwTBQ,HAS_MENU,Rice
Awesome,MENU_ATTR_FOR,b-8PZGCtgG5MZKvz9i3B9gCA
u-_uZyV1JnLo1brkYWN7bLxQ,WRITE_REVIEW,r-Z_eR1f5h5Wi-Xk5VYf5dKg
b-kG0N5urz2lkPEBDPjqFR3w,HAS_CATEGORY,Food
u-JIKywBVrWyfKYqhZAt0D-g,RATE,b-DxbdfvNYPCyiLJDDPJK3Tg
b-k9PfKE7KfztoMpOSx25UpA,HAS_MENU,Naan
Delicious,MENU_ATTR_FOR,b-or1daHtUK9b7sqFRPf62GQ
u-MoFYvOoufOMyVTmUFAhRxQ,VISIT,b-ZNdV9ytExuxPTXSN8i2xhw
b-j4ytRzcmtU4cLMBrhY7jMA,HAS_CATEGORY,Vegetarian
b-BoiAZQB9AHRvazM055GFOw,HAS_MENU,Sampling_Platter
b--p-CuUMzN0HQz9OCQ8SZOA,HAS_REVIEW,r-qsSKMPZLV6MzEDEMhu7dHA
u-7O1_x_3IlgjpY9BkiZ16xQ,RATE,b-Pzs43Fkub-6A9hA1zqpF_w
u-uwwQKAP77Iqg4OpadyO2pw,VISIT,b-yy_FhzQCeLreV21OBccPAg
u-Vd6N3Dc9rtho-hOspaKQSg,ORDER,Chow_Mein
u-tHyEF0BrKBM6iiweEHCdmQ,RATE,b-XvuUYiJYAAiNC4AmdbBZ8g
u-BDYdz5MJZfhLW6wqagc5bA,RATE,b-idrN6XWKErG6nKDsEMNbOQ
u-fROiNAWBR6fcknpkx9wEHg,RATE,b-De8Z9rLZOmf-icp3gDxCZA
u-4T8X9Nss9bV6I_AdHNmTYQ,WRITE_REVIEW,r-6OvdG38n3GgLxRcMeQdsdg
u-72binVGkuOlQ5VAF7fgeYA,RATE,b-DJuQgsoj-qmU0i5iTAa4aA
Delicious,MENU_ATTR_FOR,b-vZu3xxlMQSqFngDgdFLfXg
u-FeOKgKth9KLADXQIWs3YEg,WRITE_REVIEW,r-0GBRtx4XZm2f5YZEzoo8OQ
u-ZouGEn8tmlDBSZv2_4UKOA,ORDER,Chicken_Biryani
u-74Z9QLvd1iAagpcHAbB6hg,RATE,b-dg4EMyM1feTEWfLPSbunrg
u-VvFtFZwzVv_dzU2ZkCe1Gw,RATE,b-gw0ZS5b5RP3Lzr1BoCbALg
Chili_Chicken,IS,Delicious
Basmati_Rice,IS,Good
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_REVIEW,r-xuH1NMNzchVGut6cfhTuCg
Naan,IS,Good
b-Pzs43Fkub-6A9hA1zqpF_w,HAS_REVIEW,r-5HffP4SNojcf-uCc5rwjBw
u-iyvmVqJAGF1UTh6HHKbQew,WRITE_REVIEW,r-0ZDYKK3vjq-e1yWdsuql-A
Bread_Plate,IS,Amazing
u-6gSIqISrFmTeBpEmYjf3Ag,VISIT,b-BoiAZQB9AHRvazM055GFOw
u--dU4bnGQ8kYh9CniHtDIlQ,VISIT,b-OZwMMnRncrp7_uC-N3vV1Q
u-SNkleqoSgBMP24WEwp9tSQ,RATE,b-P4h8kgy_48oE9vCHJc4BCQ
Nice,MENU_ATTR_FOR,b-scM6rLQqoz5dEIgwz_JFsg
u-J56C7Dc9E7Q0mpMTJGW6Qw,VISIT,b-P4zWgzYzy03D9LeDTpKuDg
Price,IS,Cheap
b-TTCZkfxt0GW8YUzdVe0PrA,HAS_REVIEW,r-Wyf5ixGoK9iscwP0ZVYVVA
Dum_Biryani,IS,Perfect
u-AJpmz9nHVf-Prm5l0U0bNw,VISIT,b-nbf4o8gUP2y9JKFE2wBO2A
b-V_jIfMz9Z7a5mthleRq0_w,HAS_MENU,Naan
Warm,MENU_ATTR_FOR,b-YywWkWX235ZurTWSLqNPog
u-aMzH2Ev7prWMJ1UMJlndCA,VISIT,b-xYpAg60oZVbOtSYgrOKBgQ
Good,MENU_ATTR_FOR,b-bO_JX-lDo5D5JGZhK5Ly3A
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_REVIEW,r-QlqGBLgNIe_TVlV9c0S-hA
Food,IS,Outstanding
u-qtQOOYU5Ucyr0p3DnnS1LA,WRITE_REVIEW,r-QK6MXH85A6xpALKuqGnnRg
u-P41ptyME4S7rLnejVGJmUA,WRITE_REVIEW,r-SpSOhzp9EbYCAMTUEkX71g
b-0cf-w9PK5gLkBkitL3bdqw,HAS_MENU,Tandori_Chicken
u-pX0yaS5R6ajvCSW3IrOueg,VISIT,b-gXLiBVCHIqoPEw2CaP3QmQ
b-5VOqWjRXUPc7b1A_NSI9mQ,HAS_REVIEW,r-ddEuuwd6RyeN1CmKcifk0g
Food,IS,Good
Decor,IS,Classy
u-ZFX3YV3kZErwcyW3QJ2jIA,VISIT,b-7xA6iSP0Ndn08tpBFQtUKA
Naan,IS,Friendly
b-ZNdV9ytExuxPTXSN8i2xhw,HAS_REVIEW,r-yNq2rVWMjBh7VjZsRBegLw
u-eYcYApZwys60Le9JHuWlVg,RATE,b-qcqDjeirxvdgW5kQVkEwSA
b-XNL6PRXaQxyDO2yeBdy11w,HAS_REVIEW,r-NnXcSPVFuYdVIReu0JrdDg
u-XCRZlj1aTmH0JoFJSZ0GSg,WRITE_REVIEW,r-GGxKT32G57Xw_EGjPofpWQ
u-7qstyjVDSuQGNzpV0HDjbA,RATE,b-0zTLMQOZhiCp9GFtegiFsw
Garlic_Naan,IS,Tasty
Service,IS,Great
u-8TBJmiN1Xnvuqr4ksBDdpQ,WRITE_REVIEW,r-sXLUqxVPLT1yTY4_4G6HNQ
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_MENU,Chicken_Tiki_Masala
b-y4z0iQZWN4R2Fk8SiPQU5A,HAS_MENU,Mango_Lassi
u-rcUun0KBLWNWz05Q1StMAQ,VISIT,b-MgsOZpYSntKSCzNROiWgYQ
b-Pzs43Fkub-6A9hA1zqpF_w,HAS_REVIEW,r-qDQCYQtsWBJoyRrDmAQ3LQ
u-gg8KxP8psFvJV_SrNaDNZA,RATE,b-qMw7mFHAjgG7qN82aXmeZg
Service,IS,Slow
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_REVIEW,r-7Z7soeev3pzU0LhQp9zZ9A
u-nrUQRMx6K-KJnoC15rMO2g,RATE,b-BoiAZQB9AHRvazM055GFOw
b-tIXpNWE6R1yadAThbSefHw,HAS_REVIEW,r-y0XJa94w6yGJ4KSU4kEwzA
u-oaYB_b62fqtJCbeKFWg8Sg,ORDER,Sweets
Service,IS,Courteous
u-_rYShsPBRNazgT80miZE_Q,WRITE_REVIEW,r-eDORWryws6cgX3FM0_p4Gw
Garlic_Naan,IS,Fresh
u-8ERB5c1CaRkW990-RNG7zQ,ORDER,Chutney
u-Y46zWMAD37L2XhzuzDgwkg,VISIT,b-xYpAg60oZVbOtSYgrOKBgQ
b-TTCZkfxt0GW8YUzdVe0PrA,HAS_MENU,Corn_Vepudu
u-d-mHwb70ZgiQ3nXlrLfPyw,ORDER,Basmati
u-TLx7JSe6qWoXCZlgsc4ndw,VISIT,b-BoiAZQB9AHRvazM055GFOw
b-P4h8kgy_48oE9vCHJc4BCQ,HAS_REVIEW,r-OoO7xvSufqJcfJTsmQFMLg
Music,IS,Appropriate
Good,ASPECT_ATTR_FOR,b-eRZuxjnaMviiVyvhejwTBQ
Good,ASPECT_ATTR_FOR,b-ICUCAzUZFiWkYs7iCtNCQg
u-ZzYg2hA4SdhrBWyVs-yPCw,RATE,b-tIXpNWE6R1yadAThbSefHw
u-gc4WUy07eaQYPGOly1t-Ww,WRITE_REVIEW,r-G26xkbUtH9Ud8jC-IvOETA
Fitchburg-United_States,LOCATED_IN,United_States
u-5khspCXap0uTqd0CsKFnrw,VISIT,b-GC9Re0tKAnecMww3DB638g
b-MgsOZpYSntKSCzNROiWgYQ,HAS_ASPECT,Food_Quality
Food,IS,Fantastic
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_MENU,Dal
u-defBZXkwG3IMdVT2dlf5-Q,RATE,b-gXLiBVCHIqoPEw2CaP3QmQ
u-QSayRQs6XbrzkC7Zo6TW9A,RATE,b-W_9ophRRWO924hn1S-y2Hg
Great,MENU_ATTR_FOR,b-mOsKIonnlHllP9gfbXdgnQ
u-Qu8Y4COgSfkPe_mVfkrH-Q,RECOMMEND,Needle
Bad,MENU_ATTR_FOR,b-gA4bnK91phT5FTzG4ki3Dw
u-kO_bMnI5PfNgMPd1QJlISg,RATE,b-GC9Re0tKAnecMww3DB638g
u-aLwumN90Oy2AKigDTxjMLQ,RATE,b-hubbaEcYPYEZu5Ziz6i0lw
u-xyDVo974O7sVUie3zyMFBQ,WRITE_REVIEW,r-p6FVtBH_j9gp9WTCr4XN5w
b-V_jIfMz9Z7a5mthleRq0_w,HAS_REVIEW,r-nka90AUGVKkcifWT1qExEg
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_REVIEW,r-pyZd5ups1jEmoQsRum9V2Q
u-ZuWAof5l6yKeft-F1QCWSQ,WRITE_REVIEW,r-lV0qs6KRRDbT25aAvUZgrA
u-XU4Lv1YHEY9tVTD9c8gttA,WRITE_REVIEW,r-qqQ3gFVDxlAD4OQLAqEKtg
u-e6OZfbZXq4OuPRQlOqO8Ww,ORDER,Vindaloo_Chicken
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_MENU,Aloo_Bonda
b-mOsKIonnlHllP9gfbXdgnQ,HAS_CATEGORY,Indian
u-Sh3GYdFHwmiKpq2F9__ReA,RATE,b-XvuUYiJYAAiNC4AmdbBZ8g
b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_REVIEW,r-b7vjb-ZX0uxsrAfd8RxxCA
b-vZu3xxlMQSqFngDgdFLfXg,HAS_REVIEW,r-2hEPrgdKDEyS20GQ66FH2w
u-RRt8KBKdndvdiG6x-ECtpA,VISIT,b-jb0-JZMt-6Khsh-VwsDtLQ
Decor,IS,Drab
Rude,ASPECT_ATTR_FOR,b-P4h8kgy_48oE9vCHJc4BCQ
b-Q8uwArm4h8bhsqxw84Gd8w,HAS_REVIEW,r-XOcuTk4Muvv30c9r0IVZXg
u-eUiAbOh5AbbRAlBHlCTAYw,VISIT,b-BxkVct02QHybp54ATZgkUQ
u-0__aXuQg8UpSvtDw6DijcQ,RATE,b-sUGlSS0AF2xPYFEjvKJbSA
b-35KvoWbA3kEsdckaWqG3OA,HAS_MENU,Shrimp
