id,user_id,name,gender,age,fans,review_count,average_stars,friends
811,u-UXdSEicODNLOm45bh8L0VQ,Harley,male,25,0,17,3.28,
812,u-6OjUTMU1lPsCffK64s6IZw,Cris,male,45,0,2,5.0,
813,u-eSW2EALtOijF7Rw_QWhVkQ,Ganesh,male,25,0,3,3.0,
814,u-MZquAgNHt4ZATNiS0gx7yQ,Stephane,female,56,0,9,4.78,
815,u-V-BbqKqO8anwplGRx9Q5aQ,Pepper,female,25,110,931,3.35,
816,u-i3y8pLnqRKZe__AQQnF5WQ,Prasad,male,1,0,8,4.13,
817,u-lRdllZQJ_3Dxs62CEvxrpQ,Jennifer,female,35,2,56,3.66,
818,u-CKviGmjTSayM9FJpJbGBfQ,Kim,female,25,0,8,4.5,
819,u-wSdaPQyago-Ip1UQgxP_xg,Sahej,female,1,0,7,4.83,
820,u-0rOldmzos1vjkd0SmHbKZQ,Donna,female,56,9,233,3.77,
821,u-o3R1gaTwsAzVabfMtVvIMA,Gaurav,female,1,0,21,3.48,
822,u-qZVJpugrno01UDbz_b4jcQ,Ira,female,35,0,19,4.4,
823,u-BZEFc49mGkFj13n_Gh6vqA,Gary,male,1,0,51,3.59,
824,u-Hzy3Jp1jINIRgCF04My3iw,Jeff,male,35,0,1,2.0,
825,u-bsGkZCUrRpLanzUzmo2Kdw,Sushma,female,56,0,13,3.31,
826,u-O-seRIDoSOldnnV8Zz0KOw,Laurie,female,25,0,8,2.7,
827,u-AhNmTJt3HKsNemyLMZeG6Q,John,male,45,0,64,2.96,
828,u-HOsn_lHGMewUWYCdcfD5Hw,Bill,male,35,0,4,1.67,
829,u-qOn1VFThKD5y5zrFEQXpGA,Brian,male,25,9,199,4.26,
830,u-zPPfAOH-f7EUQ108vYlxIQ,Vineeth,female,25,0,4,3.5,
831,u-2XZUqpKWaegQdeh5yZS6ew,Divyansh,female,1,0,1,1.0,
832,u-gK7secZLrqY9etOewyBkaQ,Remeesh,female,35,0,6,3.33,
833,u-V1K3YYKCZG3kcUf6_4j-SA,Himanshu,female,45,0,9,2.09,
834,u-nrZkFVzpnaFaKAl8_gzkqA,Liz,female,45,0,70,3.99,
835,u-s4qr7ZsGq-5tjqNIuhZdlg,Sarah,female,56,0,12,4.15,
836,u-OQBMu7x0V4Oz3iFv3x0i5Q,Katie,female,25,33,757,3.8,
837,u-gZUVSBm-BWntWeQTYH04UQ,Priyanka,female,45,2,40,4.09,u-_S5LEY9-j-u9DgfahVb0gQ
838,u-o7uWhUQkR22qMBizmU8O1Q,Mukesh,male,25,1,12,3.54,
839,u-x5fCGUv1V8aBOWnBpfh99A,Yamini,female,35,0,1,1.0,
840,u-cM5nBvgS1Lmmto_dCfwY3Q,Brendon,male,35,7,151,3.03,
841,u-IZXnSMdOkVdFH-mw6zQBbA,Cat,male,25,11,120,3.53,
842,u-4_WuH-Sl81zUp6PJ1eLLSw,Anita,female,45,3,59,4.53,
843,u-9kO-feVTNdDRYIP_yM2o6g,John,male,35,0,37,3.34,
844,u-htiVdsiY_rBmJc65aZ3YAA,Melissa,female,35,38,470,3.57,
845,u-cia9AQpGC7wLGHMQOv_qoA,H,female,35,0,33,3.0,
846,u-qHoOMAr0WVDvYqjbzpu8tQ,Ashia,female,18,0,6,4.33,
847,u-taQniOahqOfsJBVuK56baA,Randy,male,56,0,17,2.42,
848,u-LRQl39yBwRohkhT-mqETLA,Aaron,male,1,0,20,4.71,
849,u-JxQ5tlmEcpXgTDR41psGlg,Anne,female,35,0,7,3.86,
850,u-oJbCkhIpU-i5xYx5wCAkkw,Kirk,male,25,2,56,4.09,
851,u-GM0nKVSBWQ317dUajjBNxw,J,female,35,0,3,1.5,
852,u-uoLHLVYtFo62e1oBhT8J5w,Danielle,female,35,0,33,3.97,
853,u-HU9i5f4EHOaZctpxnTXmJw,Kellie,female,1,0,5,4.6,
854,u-tSMlrwxjCnljiDnqH8EL1Q,Michelle,female,25,2,58,3.47,
855,u-HYhcWWAvzggD7RISFuuUJg,Marcus,male,56,23,112,4.1,
856,u-BFKVpowGGccyIbfIlbOLPQ,Ryan,male,18,0,5,3.5,
857,u-oIOCGzMHkg19niP76esvrg,Brian,male,35,0,15,3.87,
858,u-_gosYV-tf-5n3BL8sNR7Ug,Tara,female,45,0,7,4.57,
859,u-FfGSskrEu9jHlPy4sM8VBg,David,male,56,12,205,3.5,
860,u-d2mjWg0euCJYfkeWd7dckg,Ali,male,45,0,6,4.0,
861,u-DCvyq74Hux8XZrnLQeMhLw,Brendan,male,35,0,2,5.0,
862,u-1fyzWwIyoGcjWEIeXwxjsA,Joy-Alonica,female,25,8,135,3.88,
863,u-8Sx-NgLzyCBBWT-IKBt9Fw,Jessica,female,56,9,105,4.04,
864,u-kl-d14Yr3idzaRNGvreTyA,Heather,female,25,1,82,4.02,
865,u-bDvV6UuRyUKT3DMTOzp62w,Ketan,female,35,0,42,3.79,
866,u-kvSbYKO9Ir6gSgXNgWPDKA,Jacob,male,35,8,121,3.55,
867,u-W9_D98atQWeuQCO_pV2apQ,Greg,male,25,8,98,4.18,
868,u-yi4C52eqeLueoCeiiD4qAQ,Shilpa,female,1,0,8,3.25,
869,u-9qclfIjg-5WmX16Gd0qasA,Cat,male,45,10,144,3.47,
870,u-eSnch0xSOqYq4TaTMyBmBw,Shelby,female,45,0,23,3.96,
871,u-MyFtpeGsV4z3zvFBnfGIvw,Pourina,male,25,25,218,3.76,
872,u-iGaFUuxf9esFH-yzHOh6cg,Saurabh,female,45,0,7,3.0,
873,u-nH5ieqjJjej-2ps9vVWVQQ,Peter,male,45,0,14,3.79,
874,u-33v8c5ftrKuDGTw1ZQ2toQ,Tom,male,35,34,569,3.79,
875,u-S9BuuXMBSTkyISrSb0rG-g,Fry D,female,45,0,33,2.5,
876,u-Z3Z4Gb8Z8Ecm9fNQMg3wAg,Chetan,female,45,0,21,3.57,
877,u-9IRuYmy5YmhtNQ6ei1p-uQ,Demetria,female,18,127,821,3.77,
878,u-Eypq5gLLjCapBVVnMw_MyA,Misha,male,18,184,4602,3.96,
879,u-IgjjNyJt8l_SKcl0KPYgVA,Reema,female,45,10,118,3.5,
880,u-_mnjOM88Gh4tUe-YAGQAbQ,Mickey,male,35,0,4,4.0,
881,u-TElstA7TMoXtOrTnTwi2rQ,Jon,male,35,0,2,2.5,
882,u-M4PJxqhzurzkEwVl3lki5Q,Rebecca,female,35,0,25,4.56,
883,u-YSF-1r2QeTCQgovcF-P8QA,Tina,female,35,6,114,3.16,
884,u-683E9kHzYC9fmrRMTE4qBA,Steven,male,56,0,35,4.31,
885,u-gmK4EGz8-sXyfpb_m2aHKw,Srini,male,45,0,1,1.0,
886,u-Qvaor-prruNFC_SYW2EmNQ,Chris,male,35,0,8,3.33,
887,u-PykdDYLulOmgmEkz_-IrOQ,JT,female,45,0,4,3.0,
888,u-YxnbFcpQTZ0FxsAjk1GoQA,Ashok,male,25,0,20,3.9,
889,u-eQzmDj_pF8TtgMgXScRCFA,Sanyogita,male,35,1,89,3.34,
890,u-FvivYrK-o2dp_Sk5ips8nA,Souvik,female,45,0,58,3.24,
891,u-aDEqdCcq_2kMkqq8q0ixNg,Chris,male,45,0,6,2.33,
892,u-MXx8m2PgBlETPrvqZ9Tvug,Andrew,male,25,0,11,4.69,
893,u-DqqPHnJlAne2don6FAJ8ww,Mansi,male,18,0,8,2.25,u-IgjjNyJt8l_SKcl0KPYgVA
894,u-xRN4BwVJU0Wc6zPrLQmTsg,Adam,male,1,2,40,3.95,
895,u-Qyokp8RI4Y3YrSsN_C1iWw,Annemarie,female,35,0,2,5.0,
896,u-mL-wQJy_t3PlzWAAlUY1ng,Amitam,female,25,0,20,4.1,
897,u-zOf2ZKfyP8ZT8SgRc90efQ,Harmony,female,56,0,5,3.2,
898,u-UAULEDfAO5LMZh5l4bIVJw,Michael,male,56,0,54,3.18,
899,u-Pv7H3jbfqNomtr1Zi2tghA,Richard,male,45,0,1,1.0,
900,u-7h4_BoZOk9zq6Xf3sX4Jqg,Emily,female,18,1,80,3.98,u-E43QxgV87Ij6KxMCHcijKw
901,u-qUL3CdRRF1vedNvaq06rIA,Kate,female,35,93,707,3.58,u-jfaz1aQqnkbtzQfQyCE8IA
902,u-Jm67TDhh8t1VHPACeORuOg,Sam,male,18,18,345,3.73,
903,u-oT3dnAhvK0jaEEaYSD_NDA,Thenmozhi,female,35,1,11,2.82,
904,u-DGaiqKzuZxc9HY2WOcyLoQ,Errol,male,45,0,67,3.72,
905,u-gQA90bgLe6tpVCcNS8wN0A,Brett,male,35,2,45,3.24,
906,u-8lGogAdc_-Jyifo--77XbQ,Brett,male,25,0,24,3.67,
907,u--qKPtWuFaWrkfWyKPcPTXw,Rudy,male,56,0,5,3.2,
908,u-GJd11uLB70bqPV9gA5orZA,Rajesh,male,35,0,7,3.5,
909,u-zzw0Z6-_VDp9ShIRSKIsQw,Lisa,female,45,0,21,3.77,
910,u-up-mcezRNykPU1RvfNFt0w,Annika,female,1,10,159,3.99,
911,u-Ro5KPM_zfuCbIVeql_vJAw,John,male,35,0,23,3.22,
912,u-lhWPrEBzorygXA4TpimQ3g,Joy,female,18,19,302,3.99,
913,u-GbtE_AWkua-Psc8CnNF_yQ,Donna,female,18,0,7,3.71,
914,u-Ea9aNN7dtf_Wa7CgbifuWg,Charity,female,35,0,103,3.63,
915,u-ZU3DTlMu2kQYo9s9PRMsfQ,Susan,female,35,0,6,2.67,
916,u-RHthJ9cMSYjfbFZ63XkJ4w,Bipi,female,18,0,22,3.54,
917,u-iLq-iaLo0aP3QycJDv6tHw,Megan,female,35,0,6,2.83,
918,u-d001IZdpyqpyW247oIkhgg,Erin,female,1,0,9,4.6,
919,u-LEFsjetoUEyWTiOLq9xkyg,Jay,male,35,0,9,3.4,
920,u-Ibk2kY59Tq5nUrePO1sRXw,Lily,female,18,0,46,3.85,
921,u-mVVfJBBJ8OvhHsxncB4OWw,Erica,female,45,3,26,4.37,
922,u-0-M2ovkMFcAlBjg8nxBXvA,Haynus,female,25,0,86,2.35,
923,u-I2VrWcUSzNSjVw8Whsb4uQ,Sarang,female,56,0,9,3.44,
924,u-w2-imkOMbt3jPbufME0LpA,Scott,male,25,0,14,3.71,
925,u-ayVBf253VsV2Es7tD-rgug,Marilyn,female,56,12,110,3.71,
926,u-UHV0B24i_IVOKyXcRe9IeA,Nisha,female,45,0,39,4.12,
927,u-yPJCuW82d8B5qA2yEPwfcQ,Emma,female,45,5,39,3.56,
928,u-sqJSiq09a_BsAAi_4LIhkw,Rahul,male,1,0,13,3.15,
929,u-HuqqfOhA70LtHRPKDzIedw,Lisa,female,35,1,24,2.88,
930,u-_Op00-3BG3sNPkB564kXQg,Kate,female,25,2,54,2.93,
931,u-1WOxmH-VsNOqm9PMmkObFw,M,female,18,1,29,3.97,
932,u-_oVFknPUotEq0LM4TJ74vw,Erin,female,18,13,157,4.02,
933,u-xwJshN0GK8DNPWysDHLDtA,Priya,female,35,0,2,2.5,
934,u-fpS84y0mYBGDDIO3BeegHw,Blair,female,18,0,35,3.49,
935,u-CPodThzsqATG_Bc8a4an_w,Laurie,female,18,16,158,3.68,
936,u-yvCtTHQjyQ7-Ta6qR9jaiA,Mark,male,35,0,1,5.0,
937,u-aDApcTFMWehnSXgbg49TPQ,Seema,female,45,17,185,3.74,
938,u-X3frtPLMgwXJAlGxcJvEDQ,LeiAnne,female,18,1,53,4.22,
939,u-tw-F1CUvdukzlfxLqgmXWw,Mademoiselle,female,35,0,4,3.75,
940,u-bLbSNkLggFnqwNNzzq-Ijw,Stefany,female,56,785,4627,3.39,
941,u-Fk3Io6ZVH0ExuUHd11jUnQ,D.,female,25,0,9,3.78,
942,u-FLBSIjBC0Key7jfhsZFIUg,Ruth,female,1,1,22,4.13,
943,u-R38mW_Uyp46JHToxobXQXg,Steven,male,35,0,97,4.25,
944,u-j3M8vbfJLnmaZroWtabVaQ,Karthik,male,45,0,10,4.2,
945,u-3QCugmCSsCOHsC3fE0NBjg,Lizzy,female,25,5,159,3.78,
946,u-G3jQjM0t2Q1jof4I4J5E-A,Vern,male,1,4,31,4.13,
947,u-BfJtz6TZ_b7-CJsh_emgpw,Kristy,female,56,1,79,4.26,
948,u-owlUazXSDLaxlOV7z8181g,Greg,male,25,85,570,3.98,
949,u-4Pv0H-yc4Me7doRSilc6YA,S,female,56,0,12,3.25,
950,u-nehOXSBH9XDiKGLI7oiaPg,Vivin,female,56,0,1,5.0,
951,u-YvzPq836pb0tuQUi6vyRFQ,Peter,male,56,0,11,4.0,
952,u-UqiIvJu48dO2zsx-WvujSA,Ayesha,female,25,1,17,4.41,
953,u-fYQHQzj-1hcw9WcBs7dJNw,Cece,female,25,26,38,4.09,
954,u-LGmwyWHL6e3XqPG1qKHP2w,Jijo,female,35,0,15,4.2,
955,u-XI1Fu6Azbd8rjOiISQd8CQ,Robert,male,35,0,12,3.25,
956,u-5XXg3gm8HGq7g7ZNe8X_kw,Christine,female,35,0,31,4.03,
957,u-E3-bcRsTtyICecnHxJOGlw,Jack,male,25,3,79,3.76,
958,u-KbwOwQZTOfrtaeJdmucALQ,Kevin,male,35,22,290,4.08,
959,u-SGsSd3W_z5KYqfU26rxmoQ,Sty,female,35,1,59,3.15,
960,u-VPL2sk9EtS8WK1LriTCXGw,Megan,female,25,0,9,4.67,
961,u-cgQUUQlxBVs42OG647SIsA,Jennifer,female,1,0,23,4.08,
962,u-ueFQVGi7j45QcXT-HU-dHg,Chris,male,35,1,17,4.41,
963,u-tTIXJkDn0SKriN5fSHLQQA,William,male,25,0,8,3.63,
964,u-BqfuGe5WArDlecdotCE7WA,K,female,25,3,53,4.54,
965,u-UYgX6kFtI8TBOAu6QPb_WQ,Reyna,female,56,0,12,3.83,
966,u-TaEul2hAAP3VhkcDFpdZ5A,Dylan,male,45,0,11,3.79,
967,u-q9JelqHqac06PkAe5p2uvw,Chintan,female,35,0,13,3.14,
968,u-xszoDQN-wuCezEfZILS7Hw,Sunny,male,25,0,1,5.0,
969,u-KVGxs-NiT5g-8uiHzu2bEw,SANJAY,female,35,1,19,2.95,
970,u-jv6qVvgHckHSw-1uEudNdQ,Lazar,male,45,1,10,3.8,
971,u-1M5mfWuuMzUCYg4tTF1lyQ,Suleman,female,35,0,8,4.0,
972,u-_ybknlgSmFSTSEq3RqBXiA,Susan,female,35,3,52,3.92,
973,u-vlou5a25r_5D5Pk2Yk3NLw,Michelle,female,45,0,13,3.21,
974,u-GBYGhO7j5-mnK_WoNBjFKA,Aaron,male,18,0,3,3.67,
975,u-Vh3XdOLujwPsUWygXQNO_w,Alice,female,56,5,38,3.62,
976,u-5Yp97FvmqfWrymhsOxb2bw,Michael,male,45,0,4,3.5,
977,u-oenzGqlVMNpVq_Qrn6iAjA,Mike,male,1,0,17,3.76,
978,u-NzqJBFA6QdOKBv1dIkTLDA,Nick,male,45,1,30,4.06,
979,u-I22QueJ7v1WQu9LAmjeXlg,Pukar,female,35,11,256,3.47,
980,u-n86B7IkbU20AkxlFX_5aew,Jade,female,1,166,1185,3.8,
981,u-renPzRDqMZpMaHiCD_e1_A,Lisa,female,56,75,510,3.85,
982,u-SQm5TEeF_tP9QJKg1HAN6Q,Ace,female,35,0,7,4.29,
983,u-yMODenxFTfmib9uYz_3Vqw,Doug,male,25,0,2,5.0,
984,u-wd-rqesgjt6wx9fz3Qgn3w,O.S.,female,45,4,25,3.45,
985,u-meRvDvEWtvDcHyJsgLbK9Q,G,female,18,1,46,2.8,
986,u-kwIhn1_cnQeUaLN0CuWWHw,Kart,female,25,18,218,3.62,
987,u-HKdCl7uryk0M0_G4SNDKZg,Carrie,female,1,0,91,4.24,
988,u-OjhSsv0QSnhmvVfQkHuAPw,L,female,56,1,40,4.07,
989,u-TWn4CE_ixyPaUEG4Ry0YEQ,Jillian,female,35,0,4,4.5,
990,u-BFVK5gn-MLkElqnsGGv9bg,Rajesh,male,18,0,3,5.0,
991,u-z5rKiahky3y969M0TUex9Q,Cheryl,female,35,0,30,4.47,
992,u-8ERB5c1CaRkW990-RNG7zQ,Summer,female,35,0,2,3.5,
993,u-6Ki3bAL0wx9ymbdJqbSWMA,Karla,female,45,54,1329,3.89,
994,u-_gYppkabnCNKx2a699-_Nw,Mark,male,1,0,26,2.88,
995,u-h_XHMDbWPgBE3jepGhf8ig,Ravi,male,18,0,5,2.8,
996,u-WRefLj6kTMRVNkNenCP01Q,Abbie,female,56,0,12,4.0,
997,u-QnQ6NK3fxY4lQXOMT8Xf_g,Grace,female,25,0,3,2.0,
998,u-rfCJYUTntqjo5Vq_vO3dJQ,Nick,male,35,5,152,4.57,
999,u-3pEz4WL31d7k31GTu3_7MQ,Emma,female,56,0,4,3.25,
1000,u-8FbnfMDyB_nGXIzU0-Y2xA,Scott,male,25,0,55,3.14,
1001,u-x9nQbcpKEFcs5Q2fCUGDng,Laura,female,35,7,87,4.46,
1002,u-VO16w17eBZOXO-evJrLvBw,Nikki,female,56,0,77,3.55,
1003,u-bnYeFVApkSzjOpCvf78z8Q,Jee Won,female,18,0,4,3.25,
1004,u-vekZnPvP0s9LT8lEvGXnKw,Kayla,female,35,7,103,4.27,
1005,u-Xz3SjQ_AsLSqTqd1ijWrJg,Lindsey,female,25,0,7,2.14,
1006,u-9NM0z6f9-zgUmkUMs1Xiig,Ruth,female,18,0,11,3.33,
1007,u-U1jJdUcyXyh1i2APYNd-6Q,David,male,35,0,3,3.0,
1008,u-pi5q-tDs3_dP6p2FXI9lpg,Bill,male,25,0,2,5.0,
1009,u-rjHifu1-nXMoDlFUQryi1w,Kelly,female,1,0,1,5.0,
1010,u-UEYpGsvyWDRhxXuwUSvBvQ,Max Pie,female,45,0,2,5.0,
1011,u-UTf4tyyn1SubhB3Eoqgcaw,liz,female,25,1,56,4.13,
1012,u-igyGxhWDqwLYrAarm32CKQ,Correy,male,56,0,5,5.0,
1013,u-w_INs1TnmWewZ_MIp2fUow,Aravind,female,25,0,5,1.8,
1014,u-WH10W8Wr_AaGY0LJOOREZg,Jayanth,female,45,0,1,5.0,
1015,u-tbYeDZU4skvfXgMyraMPWw,Animesh,female,25,0,2,3.5,
1016,u--w3ArCgWBRPj-MM4X8Im5A,Dave,male,45,0,3,5.0,
1017,u-yd2nRmLDozMo-j3MkjCJqQ,Khephren,female,45,0,2,3.0,
1018,u-7wAdctG3920KcBLSVXlZdQ,Becka,female,25,8,62,4.55,
1019,u-_RV3d1dSafPCOw9JcA6AkA,Kate,female,35,0,3,4.67,
1020,u-XYaC_vhAKpbwjasMk2yyjQ,Laura,female,56,0,1,5.0,
1021,u-2G0PfJgnhjr8jcb5nKLA5g,Kevin,male,25,2,15,4.0,
1022,u-wzJw55pZ7WvINZhE8n13zw,Anjie,female,56,0,10,4.7,
1023,u-oHhVWpUvGX_OAmtc9XRPMQ,Corrie,female,35,0,2,5.0,
1024,u-ECOs16xO8O-09n8MsXvKGQ,Sophie,female,1,1,41,4.1,
1025,u-z2YVGKKcup6mjQmDQ6arEg,Adell,male,45,8,105,4.09,
1026,u-RbUYE1SBi68URjKFidJlYw,Joe,male,56,0,10,3.0,
1027,u-Pzpkx0tCdCORANffdF5rGQ,Tom,male,35,0,32,4.35,
1028,u-Beo8qoIWwsy5NHAb39xkKQ,Diane,female,25,2,45,3.81,
1029,u-fX6q5l5UsfBNubLndCE7eg,Sima,female,45,0,1,5.0,
1030,u-ppxumUWp3KWgxsbv3W_sdg,Rebecca,female,1,0,3,3.75,
1031,u-ySgudi16-WEjBdagdFTQkQ,Sirsha,male,18,8,206,4.02,
1032,u-rov-lYHzxAlTKcu9pRbN8Q,Chandni,male,56,0,26,4.12,
1033,u-BZI6gBPd60ThqN7fMZcQSw,Bersabeh,female,45,0,3,2.5,
1034,u-BpnEs8ZGrNLh1WNgXbTZLw,Grace,female,35,1,35,4.31,
1035,u-0UNsufPaK_K8ioCJgMhUBA,R,female,25,0,1,5.0,
1036,u-EpHjPLLhKtQPE-m02ZmCTw,Mihloti Florina,male,45,0,3,3.67,
1037,u-_0lqX3m25K6qEkbLlY4DLQ,Larissa,female,25,0,1,5.0,
1038,u-dEW944sWJzmx_sc0_l4-BA,Kamal,male,18,2,60,4.22,
1039,u-wu6KPWT04i56P4bB1iY73A,Julia,female,35,18,172,3.92,
1040,u-ZkVCUJM8pEE7TQ1tVU-3Bg,Gloria,female,25,0,4,4.25,
1041,u-xqddl659Tkw6cpb4BXCx0g,Alex,male,35,1,128,2.59,
1042,u-93-9YVtwkn0b5k1VsyMiOg,A,female,25,0,35,3.76,
1043,u-idbqvka5fMTOjD68z4WRyQ,Munira,female,56,0,8,3.0,
1044,u-Xwnf20FKuikiHcSpcEbpKQ,Kenneth,male,18,275,6762,3.32,
1045,u-t4ODo7VLGp-ndZXaQWIQLw,Stephen,male,35,2,88,2.89,
1046,u-9nVrOmQVKBLsHFNUzCIvoA,J,female,45,1,61,2.4,
1047,u-oG_IJIGuJXgIUvG7yaysig,C.,female,45,0,8,3.38,
1048,u-quis0L_iyN20UqaICzVhuQ,James,male,25,0,7,3.0,
1049,u-Vl4t_hvukngrrcKZhJKRTw,Supreet,male,56,0,20,4.2,
1050,u-tHyEF0BrKBM6iiweEHCdmQ,Sasha,male,45,1,2,2.33,
1051,u-MtEFndVMz8Fy6Zi9unRjbQ,Elisa,female,45,0,4,4.25,
1052,u-E-F49aokwOCxGTf3cp_MXw,Marianne,female,18,11,86,4.48,
1053,u-CB8HcIxCmadtVtz3I6ecfg,Allan,male,18,1,35,3.43,
1054,u-JDhDhqBOwF-blQzlvDc2Pw,P,female,56,1,27,4.71,
1055,u-mMhGMBixFQKohgJoS-AH8g,Chris,male,1,0,8,3.63,
1056,u-tXiNQfCEbGYPnEzn7GVMpw,Lori,female,35,0,9,4.44,
1057,u-vqhEfu-TYnhih1-D3m0Hmg,Lena,female,56,0,15,1.82,
1058,u-zy5rK99jDVRxp0yJh2-k7A,Denise,female,35,0,2,1.0,
1059,u--LFUxu48rLMWmOVN2ANEdQ,Miranda,female,35,0,39,3.56,
1060,u-FGxJnIi14v1gVRXbDQPffg,Stephanie,female,25,2,15,3.71,u-PtCnYJdVicJ1BOa6X14fZw
1061,u-_BDrQY74qa1bEoWnjSjrLQ,Anna,female,25,0,2,5.0,
1062,u-Sh3GYdFHwmiKpq2F9__ReA,Philip,male,35,0,3,4.33,
1063,u-E-qWKpLzphkP5Aty7prDiQ,George,male,45,0,1,5.0,
1064,u-XsoGLV1eNaSWxH03QqknnQ,Alexandra,female,25,0,7,3.57,
1065,u-lZ-i-aJCaDgzB6cQ2hw8_g,Mary,female,18,0,11,3.45,
1066,u-vW0qGR5hRIe2TbGkkfyIjg,Stephen,male,25,2,8,3.63,
1067,u-eKfWWRDvDRmO9h9E8_WpcQ,Candice,female,45,0,1,2.0,
1068,u-h0I57hIQ57uS7AgsHQv7Qw,Courtney,female,18,0,5,3.33,
1069,u-tqFHH39dnYG8xDDQrHzpyg,Chetana,male,1,0,20,4.15,
1070,u-w5vwXnekNjKLzDRj5ROK5g,Ujjwal,female,25,2,40,4.33,
1071,u-tfcWQ_mKwgLkWu5pvpmsvg,Eric,male,45,18,320,3.72,
1072,u-eK0ZDS5h2aaBM9daB-UIuw,Lauren,female,25,0,76,3.85,
1073,u-OiRnzvW40RQ6tqcgk4jv1Q,Theresa,female,35,37,574,3.76,
1074,u-Dg0gpiS5Em0CkICCAZRkag,Aisha,female,45,0,2,5.0,
1075,u-gg8KxP8psFvJV_SrNaDNZA,Matthew,male,25,0,134,3.6,
1076,u-sevuUDFe6hw9Xy5QcyzQFw,Sunny,male,35,0,4,3.25,
1077,u-h3q-Y8pf1-_0jKgdEj29Uw,Hungree,female,35,0,6,2.5,
1078,u-oTxGGK2ppKQPEyWtcinL8w,Farhad,male,35,0,6,3.67,
1079,u-IbBN7msvCU8sO55o1pfgyw,Darpan,female,45,0,44,3.47,
1080,u-0h4DGcjwqOPQovloVnJssw,Peter,male,45,1,38,3.34,
1081,u-J8XphkYwcVOmU7Es-QWTBQ,Adri,female,45,0,12,3.83,
1082,u-YLyFQ9VVBoqqPIiUeDvVZw,Candice,female,35,11,149,3.2,
1083,u-HcjILZhw0g4lzO3IHhZuOw,Bina,female,56,1,14,3.61,
1084,u-TpKaOVD8dGL6nMAMNg0p0Q,Marlene,female,25,0,5,4.2,
1085,u-_uZyV1JnLo1brkYWN7bLxQ,Misa,female,45,0,15,4.4,
1086,u-jHFWHRV-ju7kws9V6SKYKA,Raoul,male,25,0,33,3.88,
1087,u-9xSqmkaWS8WWq30J8uEJ-w,Raschell,female,45,0,10,3.6,
1088,u-IZqX5O-q2cBoJ7beQfJg4g,Roshid,female,18,0,47,3.57,
1089,u-Fh5BHzzFHavNOvyTWafbtg,Katherine,female,25,0,9,3.33,
1090,u-GaJHjbnfOsoxR61XbXDNBw,Megha,female,35,0,2,3.0,
1091,u-Fzw-tMEWls7A6fN-UIdJpQ,Haresh,female,1,0,9,3.89,
1092,u-SFoUxAWQKWL_b7SIqMfoWg,Ashwath,female,35,0,4,4.25,
1093,u-3JogbSVJUT4ZfSEPxHaTYg,Kerry,female,18,1,117,4.59,
1094,u-mwAg6HEtSIDI1yfSF6kD2A,Jesse,male,45,0,13,3.54,
1095,u-ngtTakc8A5ffJldZ1mabVA,James,male,45,1,10,3.9,
1096,u-ZNBp1MSOBsAzKAmuWqdtHA,Hang,female,1,0,7,4.14,
1097,u-vOO0AI4YhKZCKAuj5xY6YQ,Nicky,male,56,0,8,4.75,
1098,u-3cbiF3roJdzvsp4heS2c5g,Bianca,female,35,1,13,4.36,
1099,u-_MlqwOD_vp1SOECFKvRy2Q,Tyrone,male,45,0,7,4.86,
1100,u-GyYqBkJEvO7KWFnInf62fQ,Phoenicia,female,35,0,12,4.07,
1101,u-C8yXxO010etfCbY001khTg,Shirley,female,45,1,8,4.67,
1102,u-1ghFOCMBpo2bGaWu_c1tcg,Luciana,female,18,31,906,4.05,
1103,u-tB5TYqLSZBSIY2RlEOMkPQ,Melissa,female,25,0,21,3.16,
1104,u-bzd8lvH0L8yTl91SkMjodQ,Sarah,female,45,1,22,3.7,
1105,u-sdkuOt-c6-TR1yYKX69xwg,Liz,female,18,0,22,4.09,
1106,u-kSulFGjR0VAT5ObFqttWBQ,M,female,25,2,25,3.87,
1107,u-J1P3QAMh5y74kRCsaZmMgw,Kamila,female,45,0,3,4.67,
1108,u-j1iLomddNoUTo9HqB-ifNw,Gina,female,56,0,3,4.67,
1109,u-l5_g5z9eOeXEMhA2x2lIog,Gail,female,45,0,20,3.8,
1110,u-_TcEFH5wuD34G_wkIFPVbA,Kathryn,female,25,2,60,3.79,
1111,u-jZMzkedESFMOyllimI8lrA,Adam,male,18,0,17,2.88,
1112,u-FkQ7dgXtFvuqAPQWB4HWYA,Lawrence,male,45,1,237,3.24,
1113,u-F6KOuv0bNYfHQ-xbeO72rQ,Greg,male,25,4,104,4.01,
1114,u-g1u4tnKx3NB9DJEetM93vw,Mary,female,56,0,5,4.0,
1115,u-HE0qZ9B1B-h6icUDpV7sdw,Anon,female,25,0,7,2.57,
1116,u-hH2Xc-0QBu9mztsrGYSZkg,Serena,female,45,4,146,3.83,
1117,u-1f9qOmNc34f6mHcUozLNoQ,Melissa,female,35,0,4,3.0,
1118,u-bgsRsyzWXIaUM4VrcXI5xA,Sam,male,18,0,6,3.0,
1119,u-JAMGB4VA1x5yV-o0_gUwMA,Christo,female,25,1,112,3.89,
1120,u-Eee76zaB-AvJyKdIU7LwOQ,DEeM0nEy916,female,35,0,7,3.88,
1121,u-31CoeSXW_5LXXVeXM-sv5A,Sara,female,35,0,24,3.52,
1122,u-Aml_223CjrILCQaZ6YNw0g,Hector,male,25,0,17,3.15,
