Type1,Entity1,Relationship,Type2,Entity2
Node,b-CB99Ifh4OnBTnuNdRjj_fQ,has_menu,Node,dal
Node,dal,are,Node,wonderful
Node,b-CB99Ifh4OnBTnuNdRjj_fQ,has_menu,Node,soup
Node,soup,is,Node,seasoned
Node,b-CB99Ifh4OnBTnuNdRjj_fQ,has_menu,Node,chicken_tikka
Node,chicken_tikka,is,Node,delicious
Node,b-CB99Ifh4OnBTnuNdRjj_fQ,has_menu,Node,chicken_korma
Node,chicken_korma,ordered,Node,tikki_masala
Node,u-IQ3L56nvquTVJUB2xArJ_Q,found,Node,Soma_Grill
Node,u-IQ3L56nvquTVJUB2xArJ_Q,were,Node,disappointed
Node,b-CB99Ifh4OnBTnuNdRjj_fQ,has_menu,Node,naan
Node,naan,was,Node,good
Node,Service,is,Node,excellent
Node,u-FoVZlbbz0e19YiOR8DCYLA,enjoyed,Node,naan
Node,u-FoVZlbbz0e19YiOR8DCYLA,was,Node,excited
Node,service,is,Node,good
Node,b-CB99Ifh4OnBTnuNdRjj_fQ,has_menu,Node,naan
Node,naan,was,Node,good
Node,u-FoVZlbbz0e19YiOR8DCYLA,was,Node,disappointed
Node,b-CB99Ifh4OnBTnuNdRjj_fQ,has_menu,Node,soup
Node,soup,was,Node,good
Node,b-CB99Ifh4OnBTnuNdRjj_fQ,has_menu,Node,goat
Node,goat,was,Node,delicious
Node,u-3sY-Wj7CKDb9YjQm7LG5Ew,love,Node,shrimp
Node,food,is,Node,delicious
Node,u-xuZRkrpwxcnA4WnFIhmUGQ,discovered,Node,b-Eu-M3y8a5bIxIRXlCj9yHA
Node,u-xuZRkrpwxcnA4WnFIhmUGQ,try,Node,b-Eu-M3y8a5bIxIRXlCj9yHA
Node,food,is,Node,delicious
Node,u-_m92RQLYvNeaCm1Uk81eeA,found,Node,b-Eu-M3y8a5bIxIRXlCj9yHA
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,Chicken_Fish
Node,Chicken_Fish,loved,Node,taste
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,is,Node,amazing
Node,Staff,is,Node,friendly
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,chicken
Node,chicken,was,Node,delicious
Node,u-pMefTWo6gMdx8WhYSA2u3w,expecting,Node,salad
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,naan
Node,naan,was,Node,bad
Node,Pamier Kabob,is,Node,better
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,rice
Node,rice,is,Node,good
Node,Pamier Kabob,is,Node,better
Node,u-VUop7P6gVM95Ke2cHjX0Fg,give,Node,b-Eu-M3y8a5bIxIRXlCj9yHA
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,are,Node,friendly
Node,Food,is,Node,good
Node,u-zSl68XFwisQyr_TDXQj3ow,ask_for,Node,love
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,defaulted_into,Node,one
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,dinner
Node,food,is,Node,consistent
Node,food,is,Node,fresh
Node,Customer_service,is,Node,good
Node,u-r8ifFR-vEmD-h9LdrR22Uw,ask,Node,b-Eu-M3y8a5bIxIRXlCj9yHA
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,Firni
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,chicken_Kabab
Node,u-x3fvqMGdjCqhi-6UwOYbvQ,was,Node,skeptical
Node,food,is,Node,phenomenal
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,naan
Node,naan,is,Node,softer
Node,u-5zosNWWAHQrcWzsf-DIVXQ,tried,Node,Chicken_Breast_kebab
Node,staff,offered,Node,one
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,naan
Node,naan,comes_with,Node,Sauce
Node,u-5zosNWWAHQrcWzsf-DIVXQ,double_on,Node,sauce
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,sauce
Node,sauce,is,Node,good
Node,food_quality,is,Node,better
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,Fish_Tandoori
Node,Fish_Tandoori,is,Node,delicious
Node,u-Y5jM9E19wy_x-Pxvs_eFhw,tried,Node,tandoori_fish
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,was,Node,nice
Node,food,is,Node,good
Node,u-NPPnwMFQjv80vV2mQr8tdg,done_with,Node,dinner
Node,u-NPPnwMFQjv80vV2mQr8tdg,has,Node,dinner
Node,u-oVLfMJMXgqZBe8sMXySYHA,has,Node,food
Node,u-XzjwALtc1m298JddEyiZWQ,came_with,Node,two
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,bears,Node,decor
Node,u-3Fmj7MfGfsUUK1kTWCSL_g,ordered,Node,tandoori
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has,Node,menu
Node,food,is,Node,good
Node,kabob,go_to,Node,Bamiyan
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,differs,Node,menu
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,garlic_sauce
Node,u-SRA86Xyf9fbOAhICWttMLQ,enjoyed,Node,food
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,Afghani_bread
Node,Afghani_bread,dipped_in,Node,Sauce
Node,u-SRA86Xyf9fbOAhICWttMLQ,enjoyed_at,Node,b-Eu-M3y8a5bIxIRXlCj9yHA
Node,u-SRA86Xyf9fbOAhICWttMLQ,return_to,Node,Paramount
Node,food,is,Node,fresh
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,chicken_breast
Node,chicken_breast,is,Node,good
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,salad
Node,salad,is,Node,fresh
Node,Hiraa,give,Node,b-Eu-M3y8a5bIxIRXlCj9yHA
Node,Hiraa,ordered_for,Node,b-Eu-M3y8a5bIxIRXlCj9yHA
Node,Bamiyan,has,Node,customer_service
Node,Service,is,Node,terrible
Node,u-e2RzU7qcX4bSo7lzlkPfog,go_to,Node,Bamiyan
Node,u-p9GBbKZXRk4Pici-quDB0A,got,Node,Tandoori_Chicken
Node,u-p9GBbKZXRk4Pici-quDB0A,return_to,Node,b-Eu-M3y8a5bIxIRXlCj9yHA
Node,food,is,Node,good
Node,food,is,Node,fresh
Node,u-vsqpRyTbfNeAooBY_kecdw,ask_for,Node,salad
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has,Node,service
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,Rice
Node,Rice,was,Node,enough
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,Naan
Node,Naan,were,Node,stale
Node,u-vsqpRyTbfNeAooBY_kecdw,was,Node,wrong
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,Bolani
Node,Bolani,loved,Node,Bolani
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,fish_tandoori
Node,fish_tandoori,has,Node,fish
Node,food,is,Node,fresh
Node,u-qB6k6ubk1B6SkJYOWbdhSw,be,Node,elated
Node,u-P8oZSufLPksOc7KoKGb1Vw,has,Node,food
Node,u--1aYNZASC1lkA09LJtfNAA,go_for,Node,salad
Node,u-gDnR2a2N1vNNSEx1GgwtHA,choose,Node,b-Eu-M3y8a5bIxIRXlCj9yHA
Node,u-oBzdBXQ5At99yK6kiIrjWA,was,Node,disappointed
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,naan
Node,naan,was,Node,fresh
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,Naan
Node,u-npdzLLzPtB9FIUXlfpeUCQ,has,Node,favorite
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,is,Node,worth
Node,u-rVsu1V6P7pJom8eJbE9tow,prefer,Node,b-Eu-M3y8a5bIxIRXlCj9yHA
Node,u-rVsu1V6P7pJom8eJbE9tow,prefer_to,Node,Bamiyah Kabob
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,is,Node,good
Node,Bamiyah Kabob,is,Node,good
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,sauce
Node,sauce,was,Node,incredible
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,bread
Node,bread,was,Node,soft
Node,service,is,Node,fast
Node,food,is,Node,delicious
Node,b-Eu-M3y8a5bIxIRXlCj9yHA,has_menu,Node,Rice
Node,Rice,is,Node,tasty
Node,u-9fgBA8JsS1RZTCShEGj-xg,comment_on,Node,food
Node,u-9fgBA8JsS1RZTCShEGj-xg,asked_for,Node,refund
Node,u-SUyFqtj7G2hXLVKlRjvgCw,ordered,Node,scheshwan_chicken
Node,b-Dh2Z3WNu6M71LbMNHEeg3w,has_menu,Node,chilli_chicken
Node,chilli_chicken,is,Node,bad
Node,u-wXgrBZo17Ku26EhsseCvyw,was,Node,sick
Node,b-Dh2Z3WNu6M71LbMNHEeg3w,has_menu,Node,Honey_garlic_chicken
Node,Honey_garlic_chicken,is,Node,nice
Node,u-It-sLq9NQMIl9tqdY31Tyg,ordered,Node,tiger_prawns
Node,u-It-sLq9NQMIl9tqdY31Tyg,force,Node,u-It-sLq9NQMIl9tqdY31Tyg
Node,u-It-sLq9NQMIl9tqdY31Tyg,has,Node,love
Node,u-It-sLq9NQMIl9tqdY31Tyg,am,Node,disappointed
Node,food,is,Node,fresh
Node,u-UFl-AzsPSBvXj5XV682mEg,were,Node,sick
Node,u-43gQxtscCBxJGcYfnBIPuw,gone_to,Node,Town
Node,b-Dh2Z3WNu6M71LbMNHEeg3w,is,Node,bland
Node,food,is,Node,bland
Node,b-Dh2Z3WNu6M71LbMNHEeg3w,has_menu,Node,soup
Node,soup,is,Node,good
Node,u-XkCwqx1moKGJFYNozHLUiw,asked_for,Node,shrimp
Node,food,is,Node,bad
Node,food,is,Node,tasty
Node,u-j6YHy5kkqMy2yG-z6E6CqQ,came_for,Node,Buffet
Node,Buffet,is,Node,crowded
Node,Food,is,Node,great
Node,u-oif4M6LGAnXulFQVI6PH3A,am,Node,qualified
Node,decor,is,Node,tacky
Node,food,is,Node,phenomenal
Node,b-TTCZkfxt0GW8YUzdVe0PrA,has_menu,Node,biryani
Node,biryani,is,Node,heavenly
Node,b-TTCZkfxt0GW8YUzdVe0PrA,has_menu,Node,Cashew_chicken
Node,Cashew_chicken,is,Node,good
Node,u-MavSq5J2vsW5qoteLa0DFg,visited,Node,b-TTCZkfxt0GW8YUzdVe0PrA
Node,Service,is,Node,poor
Node,u-H3KluKXf1mp3etCToCJhqg,find,Node,Palak_Paneer
Node,b-TTCZkfxt0GW8YUzdVe0PrA,has_menu,Node,Onion_Pokuras
Node,Onion_Pokuras,were,Node,good
Node,b-TTCZkfxt0GW8YUzdVe0PrA,has_menu,Node,naan
Node,naan,was,Node,great
Node,naan,was,Node,plain
Node,u-koN3P_Emyd0wba8fHW3y5Q,enjoyed,Node,Vishnu
Node,food,is,Node,great
Node,u-fOM--lHTt5ZIe0KivRHH6A,were,Node,happy
Node,Food,is,Node,good
Node,b-TTCZkfxt0GW8YUzdVe0PrA,has_menu,Node,Sauce
Node,Sauce,were,Node,delicious
Node,food,is,Node,hot
Node,u-H9Tx30KywPKp9E--NqnBdg,had,Node,food
Node,u-rvRpfdMe-mPEKDHcaxRu2g,celebrated_at,Node,b-TTCZkfxt0GW8YUzdVe0PrA
Node,u-rvRpfdMe-mPEKDHcaxRu2g,was,Node,impressed
Node,food,is,Node,excellent
Node,u-_pjGXXo-g41vhDIIyjy7Fg,paid,Node,price
Node,u-GCnB1Qs2wNur4B3_ih-1Iw,enjoyed,Node,b-TTCZkfxt0GW8YUzdVe0PrA
Node,Food,is,Node,delicious
Node,u-PzjAqkfNN9olT1I7-EGZbA,love,Node,paneer
Node,Staff,is,Node,polite
Node,u-i_FXWLldE2DKgvE8dXwp2A,has,Node,food
Node,ambience,is,Node,good
Node,u-Icl6FPyBNFm6VREuL32XEA,ordered,Node,u-Icl6FPyBNFm6VREuL32XEA
Node,u-Icl6FPyBNFm6VREuL32XEA,carried,Node,food
Node,u-Icl6FPyBNFm6VREuL32XEA,discard,Node,food
Node,u-Icl6FPyBNFm6VREuL32XEA,got,Node,recommendations
Node,ambience,is,Node,neat
Node,u-9TC7-M_iaH9Xg4c4CjhetA,ordered,Node,food
Node,u-9TC7-M_iaH9Xg4c4CjhetA,tried,Node,eggplant_dish
Node,b-TTCZkfxt0GW8YUzdVe0PrA,has_menu,Node,eggplant_dish
Node,eggplant_dish,stuffed,Node,eggplant
Node,u-9TC7-M_iaH9Xg4c4CjhetA,given,Node,RICE
Node,b-TTCZkfxt0GW8YUzdVe0PrA,has_menu,Node,Nutella_dosa
Node,Nutella_dosa,was,Node,good
Node,u-QGop4dOKhnBZ-LHhc5yqPA,tried,Node,Ala carte
Node,Food,is,Node,authentic
Node,food,is,Node,decent
Node,u-mVvYiiWhZoVVhH_-Y-H85g,were,Node,THRILLED
Node,u-4oTUo9_a4pxKstYc6aV8FA,tried,Node,dinner
Node,u-4oTUo9_a4pxKstYc6aV8FA,ordered,Node,Gobi
Node,u-4oTUo9_a4pxKstYc6aV8FA,am,Node,pleased
Node,b-TTCZkfxt0GW8YUzdVe0PrA,has_menu,Node,Gobi
Node,Gobi,was,Node,delicious
Node,b-TTCZkfxt0GW8YUzdVe0PrA,has_menu,Node,Veg_Dum_Biryani
Node,Veg_Dum_Biryani,was,Node,tasty
Node,u-4oTUo9_a4pxKstYc6aV8FA,was,Node,pleased
Node,u-TB-Uy3latKcMg2TrVhcvJQ,am,Node,ashamed
Node,u-KNE0o7pq_GEvog0tNr7-qA,got_in,Node,sauce
Node,food,is,Node,staff
Node,food,is,Node,good
Node,b-TTCZkfxt0GW8YUzdVe0PrA,has_menu,Node,dinner
Node,dinner,eat,Node,menu
Node,b-TTCZkfxt0GW8YUzdVe0PrA,has_menu,Node,Sauce
Node,Sauce,were,Node,rich
Node,u-DxphAmMcFnCXq5hW4tRnuA,ordering,Node,food
Node,u-xYH2WNVI7qc8RwBKJYh2Pg,ordered,Node,chicken
Node,b-or1daHtUK9b7sqFRPf62GQ,has_menu,Node,Supreme_Dosa
Node,Supreme_Dosa,was,Node,delicious
Node,b-or1daHtUK9b7sqFRPf62GQ,has_menu,Node,mango_lassie
Node,mango_lassie,was,Node,refreshing
Node,b-or1daHtUK9b7sqFRPf62GQ,has_menu,Node,mutton_Koththu
Node,mutton_Koththu,was,Node,unsatisfactory
Node,b-or1daHtUK9b7sqFRPf62GQ,has_menu,Node,Coconut_rice
Node,Coconut_rice,are,Node,fantastic
Node,b-or1daHtUK9b7sqFRPf62GQ,has_menu,Node,Ginger_tea
Node,Ginger_tea,was,Node,delicious
Node,b-or1daHtUK9b7sqFRPf62GQ,has_menu,Node,Samosa
Node,Samosa,were,Node,tasty
Node,u-VbB0_jzI_DrnPY4DuROVkQ,eat,Node,Indian
Node,b-or1daHtUK9b7sqFRPf62GQ,has_menu,Node,chicken_dosa
Node,chicken_dosa,were,Node,excellent
Node,food,is,Node,good
Node,u-wgkjjTkyLPXBq_JW3N-Zkw,ordered,Node,chicken_dosa
Node,b-or1daHtUK9b7sqFRPf62GQ,has_menu,Node,Supreme_Dosa
Node,Supreme_Dosa,has,Node,Dosa
Node,food,is,Node,worth
Node,service,is,Node,slow
Node,u-il4pARn-6muHdOneCf-4BA,checked,Node,Tamarind
Node,b-vZu3xxlMQSqFngDgdFLfXg,has_menu,Node,chickpea
Node,chickpea,was,Node,bland
Node,b-vZu3xxlMQSqFngDgdFLfXg,has_menu,Node,butter_chicken
Node,butter_chicken,is,Node,good
Node,b-vZu3xxlMQSqFngDgdFLfXg,has_menu,Node,Naan
Node,Naan,is,Node,fresh
Node,u-_LpeXjhiuMUvRo5QZtc90A,obsessed_with,Node,Tamarind
Node,food,is,Node,delicious
Node,b-vZu3xxlMQSqFngDgdFLfXg,has_menu,Node,naan
Node,naan,is,Node,fresh
Node,b-vZu3xxlMQSqFngDgdFLfXg,has_menu,Node,butter_chicken
Node,butter_chicken,is,Node,tasty
Node,Staff,is,Node,friendly
Node,u-tRmW0n2d_Q4c_TXqfUSINA,went_to,Node,Tamarind
Node,food,is,Node,good
Node,b-vZu3xxlMQSqFngDgdFLfXg,has_menu,Node,fish
Node,fish,made_with,Node,salmon
Node,b-vZu3xxlMQSqFngDgdFLfXg,has_menu,Node,rice
Node,rice,is,Node,fresh
Node,b-vZu3xxlMQSqFngDgdFLfXg,has_menu,Node,paneer
Node,paneer,is,Node,delicious
Node,u-qOdmye8UQdqloVNE059PkQ,ordered,Node,Tamarind
Node,u-Kf10dTiGlcnyhj8DBoZn1A,liked_to,Node,wada_pao
Node,b-vZu3xxlMQSqFngDgdFLfXg,has_menu,Node,Samosa
Node,Samosa,are,Node,decent
Node,price,is,Node,amazing
Node,b-vZu3xxlMQSqFngDgdFLfXg,has_menu,Node,rice
Node,rice,is,Node,soft
Node,u-TRBCyBaHTwWim71gizj2VQ,recommend,Node,Tamarind
Node,Food,is,Node,good
Node,staff,is,Node,friendly
Node,food,is,Node,delicious
Node,u-Scrk0HIe3GClR57Bq-Ud4A,bestowing,Node,honor
Node,b-vZu3xxlMQSqFngDgdFLfXg,has_menu,Node,naan
Node,naan,made,Node,fresh
Node,u-Scrk0HIe3GClR57Bq-Ud4A,bestowing_upon,Node,Tamarind
Node,u-qCYSdhsOzHBKT-V72BiYNA,ordered,Node,butter_chicken
Node,u-qCYSdhsOzHBKT-V72BiYNA,wanted,Node,vegetables
Node,b-vZu3xxlMQSqFngDgdFLfXg,has_menu,Node,Tamarind
Node,Tamarind,is,Node,slow
Node,b-vZu3xxlMQSqFngDgdFLfXg,has_menu,Node,butter_chicken
Node,butter_chicken,was,Node,sweet
Node,b-vZu3xxlMQSqFngDgdFLfXg,has_menu,Node,bread
Node,bread,was,Node,good
Node,food,is,Node,tasty
Node,food,is,Node,worth
Node,Food,is,Node,tasty
Node,u-UHHraFRu5NKvZqIHp2O02w,enjoyed,Node,chicken_masala
Node,b-5eDg_Y2N6aU_k7tIxoFXTg,has_menu,Node,Lamb
Node,Lamb,was,Node,great
Node,Staff,is,Node,Friendly
Node,staff,is,Node,friendly
Node,food,is,Node,delicious
Node,price,is,Node,amazing
Node,b-5eDg_Y2N6aU_k7tIxoFXTg,has_menu,Node,Chana_masala
Node,Chana_masala,is,Node,excellent
Node,b-5eDg_Y2N6aU_k7tIxoFXTg,has_menu,Node,Chili_chicken
Node,Chili_chicken,is,Node,delicious
Node,b-5eDg_Y2N6aU_k7tIxoFXTg,has_menu,Node,Chicken_Tikka_Masala
Node,Chicken_Tikka_Masala,was,Node,bland
Node,b-5eDg_Y2N6aU_k7tIxoFXTg,has_menu,Node,rice
Node,rice,was,Node,good
Node,b-5eDg_Y2N6aU_k7tIxoFXTg,has_menu,Node,samasoas
Node,samasoas,were,Node,crispy
Node,Service,is,Node,great
Node,Food,is,Node,delicious
Node,service,is,Node,slow
Node,food,is,Node,great
Node,b-5eDg_Y2N6aU_k7tIxoFXTg,has_menu,Node,palak_paneer
Node,palak_paneer,surprised,Node,u-F85Fe16McFDJFK0vnLy7Iw
Node,Armaan,has,Node,chili_chicken
Node,Armaan,has,Node,palak_paneer
Node,service,is,Node,amazing
Node,food,is,Node,good
Node,price,is,Node,good
Node,b-5eDg_Y2N6aU_k7tIxoFXTg,has_menu,Node,chili_chicken
Node,chili_chicken,was,Node,delicious
Node,food,is,Node,outstanding
Node,u-Hiz0uGK0JB-xdAuTjrDIlg,are,Node,pleased
Node,u-qnGoa8IzV16nV93NOvXhIA,was,Node,skeptical
Node,food,is,Node,great
Node,b-5eDg_Y2N6aU_k7tIxoFXTg,has_menu,Node,Karahi_chicken
Node,Karahi_chicken,were,Node,amazing
Node,b-5eDg_Y2N6aU_k7tIxoFXTg,has_menu,Node,naan
Node,naan,are,Node,awesome
Node,u-WuvSmp8UhNrPUFnB5gm-kg,had_in,Node,Las Vegas
Node,u-ylku-3TJU62S1mnKlxDDtA,love,Node,food
Node,food,is,Node,delicious
Node,service,is,Node,slow
Node,b-5eDg_Y2N6aU_k7tIxoFXTg,has_menu,Node,Lamb_chops
Node,Lamb_chops,were,Node,delicious
Node,food,is,Node,delicious
Node,service,is,Node,slow
Node,u-jJCPbzLsomuw--fsWRJKVA,has,Node,Chicken_Tikka_Masala
Node,b-5eDg_Y2N6aU_k7tIxoFXTg,has_menu,Node,Chicken_Tikka_Masala
Node,Chicken_Tikka_Masala,is,Node,phenomenal
Node,India,has,Node,food
Node,u--RA9NLalwmRTOX_8UMHnVQ,got,Node,butter_chicken
Node,b-5eDg_Y2N6aU_k7tIxoFXTg,has_menu,Node,chicken
Node,chicken,was,Node,tender
Node,b-5eDg_Y2N6aU_k7tIxoFXTg,has_menu,Node,garlic_naan
Node,garlic_naan,was,Node,fresh
Node,food,is,Node,worth
Node,b-5eDg_Y2N6aU_k7tIxoFXTg,has_menu,Node,bread
Node,bread,be,Node,fresh
Node,u-UCG-PGg-rI8DdxbO9-SDyA,love,Node,food
Node,u-UCG-PGg-rI8DdxbO9-SDyA,ate,Node,bread
Node,u-UCG-PGg-rI8DdxbO9-SDyA,has,Node,bread
Node,food,is,Node,good
Node,u-ehAvwDt4Fpsz9KPordu5lA,was,Node,satisfied
Node,u-OWwO6rlPLSINNYA4RNCToA,tried,Node,Goat_Roganjosh
Node,u-OWwO6rlPLSINNYA4RNCToA,take,Node,advantage
Node,u-OWwO6rlPLSINNYA4RNCToA,has,Node,favorite
Node,food,is,Node,balanced
Node,u-4XumCjcCk9sHVfXXTsHzcw,got,Node,tiki_masala
Node,u-4XumCjcCk9sHVfXXTsHzcw,had,Node,food
Node,b-5eDg_Y2N6aU_k7tIxoFXTg,has_menu,Node,chai_tea
Node,chai_tea,were,Node,decent
Node,u-JtAoso0Ze87DWqnmI5qorA,visit,Node,u-JtAoso0Ze87DWqnmI5qorA
Node,u-NpzLHUDwsVnciPdialPolg,give,Node,disgrace
Node,u-NpzLHUDwsVnciPdialPolg,noticed,Node,lack
Node,one,ordered,Node,Chana_masala
Node,u-NpzLHUDwsVnciPdialPolg,see,Node,cauliflower
Node,u-e0KcqeKhCnwL1UZRGLv6_Q,got,Node,three
Node,u-e0KcqeKhCnwL1UZRGLv6_Q,enjoyed,Node,food
Node,u-PKEzKWv_FktMm2mGPjwd0Q,had,Node,chaat
Node,price,included,Node,mango_lassi
Node,u-PKEzKWv_FktMm2mGPjwd0Q,came_for,Node,dinner
Node,u-NTWjKabDCS5KBryITdV72A,go_for,Node,dinner
Node,u-WuvSmp8UhNrPUFnB5gm-kg,had_in,Node,Las Vegas
Node,Yelp,led,Node,wrong
Node,u-bpgbVPJcG-wQ4cNBcPPIxw,suggested,Node,Matka
Node,u-bpgbVPJcG-wQ4cNBcPPIxw,tried,Node,cauliflower_dish
Node,u-bpgbVPJcG-wQ4cNBcPPIxw,spotted,Node,butter_chicken
Node,Matka,is,Node,cute
Node,b-3wJ4kJsJhayyfJ30HsS04g,has_menu,Node,cauliflower_dish
Node,cauliflower_dish,was,Node,good
Node,b-3wJ4kJsJhayyfJ30HsS04g,has_menu,Node,goat_biryani
Node,goat_biryani,be,Node,spicy
Node,u-fH1TpgVyMuQcColrknmbZA,has,Node,tikka_masala
Node,decor,is,Node,sketchy
Node,Service,is,Node,poor
Node,food,is,Node,awesome
Node,b-3wJ4kJsJhayyfJ30HsS04g,has_menu,Node,chutneys
Node,chutneys,were,Node,good
Node,b-3wJ4kJsJhayyfJ30HsS04g,has_menu,Node,Papad
Node,Papad,was,Node,cold
Node,food,is,Node,expensive
Node,u-q6eks8g-8ve1AXMh1MTKJA,asked_about,Node,Samosa
Node,food,is,Node,good
Node,b-3wJ4kJsJhayyfJ30HsS04g,has_menu,Node,naan
Node,naan,is,Node,fantastic
Node,u-q6eks8g-8ve1AXMh1MTKJA,was,Node,free
Node,Matka,are,Node,confused
Node,b-3wJ4kJsJhayyfJ30HsS04g,was,Node,hot
Node,u-SzcrUoOdo5LSy98sIgj0lA,unpacked,Node,chicken_biryani_thali
Node,food,is,Node,lovely
Node,u-gCp21sfvL6HnQOvapeV7sw,has,Node,favorite
Node,service,is,Node,excellent
Node,u-KFQJvl2ZfGZP44QuKr-0mQ,found,Node,Matka
Node,food,is,Node,grace
Node,b-3wJ4kJsJhayyfJ30HsS04g,has_menu,Node,Paneer_dish
Node,Paneer_dish,was,Node,sweet
Node,food,is,Node,awful
Node,menu,said,Node,biryani
Node,u-TwErSmI2nOF0UqXZ2tUDfQ,saw,Node,rice
Node,u-TwErSmI2nOF0UqXZ2tUDfQ,go_for,Node,dinner
Node,b-3wJ4kJsJhayyfJ30HsS04g,has_menu,Node,Naan
Node,Naan,was,Node,good
Node,b-3wJ4kJsJhayyfJ30HsS04g,has_menu,Node,Chutneys
Node,Chutneys,are,Node,unmatched
Node,Matka,is,Node,worth
Node,b-3wJ4kJsJhayyfJ30HsS04g,has_menu,Node,Naan
Node,Naan,were,Node,hard
Node,u-7jw2VAbnGkr0GF6evuvViQ,went_for,Node,dinner
Node,service,is,Node,pleasant
Node,u-zHU5uBo_UMGao4wwwiTOfA,split,Node,Chicken_Pakora
Node,u-nHGQi6dMdk_ka1vlIWvlSQ,paid_for,Node,food
Node,food,is,Node,delicious
Node,u-BP0Qe_iFslyq7t6Xugvzrg,has,Node,naan
Node,u-BP0Qe_iFslyq7t6Xugvzrg,has,Node,rice
Node,u-BP0Qe_iFslyq7t6Xugvzrg,has,Node,food
Node,b-qhKNZTtTT6GLnPzQny-v9Q,has_menu,Node,Chanay
Node,Chanay,are,Node,great
Node,Service,is,Node,excellent
Node,u--Pa4gci1ZPRf8cdBXtblhQ,got,Node,taste
Node,u--Pa4gci1ZPRf8cdBXtblhQ,giving,Node,taste
Node,u--Pa4gci1ZPRf8cdBXtblhQ,ordered,Node,naan
Node,u--Pa4gci1ZPRf8cdBXtblhQ,liked,Node,Paya
Node,u--Pa4gci1ZPRf8cdBXtblhQ,get,Node,nihari
Node,u--Pa4gci1ZPRf8cdBXtblhQ,try,Node,nihari
Node,u--Pa4gci1ZPRf8cdBXtblhQ,saw,Node,nihari
Node,u--Pa4gci1ZPRf8cdBXtblhQ,had_in,Node,decades
Node,u--Pa4gci1ZPRf8cdBXtblhQ,were,Node,disappointed
Node,b-qhKNZTtTT6GLnPzQny-v9Q,has_menu,Node,naan
Node,naan,was,Node,quiet
Node,b-qhKNZTtTT6GLnPzQny-v9Q,has_menu,Node,lassi
Node,lassi,was,Node,perfect
Node,b-qhKNZTtTT6GLnPzQny-v9Q,has_menu,Node,Mango_lassi
Node,Mango_lassi,was,Node,good
Node,u-Z88bPsKvyGSuXddNT06Ujg,ordered,Node,puri chai
Node,u--s1vboE3TrHcieEsKh0kJQ,had,Node,tea
Node,b-qhKNZTtTT6GLnPzQny-v9Q,has_menu,Node,halwa_puri
Node,halwa_puri,is,Node,good
Node,Service,is,Node,excellent
Node,u-wWHeaOS28fnCnFN1Pmo3xg,enjoyed,Node,food
Node,food,is,Node,fresh
Node,b-qhKNZTtTT6GLnPzQny-v9Q,has_menu,Node,paya
Node,paya,are,Node,good
Node,u-JrXC_MDp38BWwLn2SFdNsA,ordered,Node,Nihari_gravy_curry
Node,Food,is,Node,Good
Node,staff,is,Node,friendly
Node,food,is,Node,aggravating
Node,u-g_Q_ZaZpIOdlTcceyNsqRg,ordered,Node,u-g_Q_ZaZpIOdlTcceyNsqRg
Node,u-g_Q_ZaZpIOdlTcceyNsqRg,ordered,Node,Samosa
Node,u-g_Q_ZaZpIOdlTcceyNsqRg,ordered_with,Node,rice
