user_id,menus
u-8OZ0XguTupUeWpeAZ7u7MQ,
u-8Pfib70vxqJuaDQwFNL1tQ,Dosa
u-8Sld9eCK1v5km85vShXkrQ,Garlic Naan
u-8Sx-NgLzyCBBWT-IKBt9Fw,beef
u-8TBJmiN1Xnvuqr4ksBDdpQ,
u-8T_rJh6lkj-cpkYQIrnf6A,
u-8TnM8JFaxRA3M-i6xEbLgA,soup
u-8UQVqPr-EQPAEussmeBCXw,
u-8W-9c5El9pZZ1DqeScEgPw,
u-8Y-Xn7jMo_3bINjh45Lgsw,dahi sev puri|mango papri chat
u-8ZrmVXEoxt3NvqYSX_vjVg,
u-8_M7R_oGTEv2a_P5AhTS1g,
u-8aLT_B8aX0e32QBn1mc4vw,
u-8b8tlDCc2HE9G7rLEMF2lg,chicken
u-8cxt_721COnnD3ISH-l6og,Tikka masala
u-8h6eKv00bmef5fExt7EWgg,
u-8i_mBMkN-lvEfz3xw3Yj8A,Butter Chicken
u-8j44v53fSpg2VkCC1xWBnA,
u-8kNenwR-lyME4dIGDbPs-g,
u-8lGogAdc_-Jyifo--77XbQ,
u-8okt1nl-g2RL3ylWoqj4tA,
u-8oml7qh4oTsted_TNMzH6A,
u-8q4qgrHmNn2OHLb8g3nHGQ,seekh kebab Masala|Naan
u-8rBMohJdkfLhZvC_79sVaA,
u-8s0UVoGPjVqbBOg85lprxQ,naan|Mango Lassi
u-8t5yyKmvZtNWPaMkh_tWaQ,
u-8tbneMQUZNvN6A5DnPPs_A,
u-8u-LLTQWdv5V7KQ00qIGXw,
u-8uHVjjN_3sLzshks-7B7vw,
u-8uahGiCvENAeWpW_LjEK6w,
u-8vByLahzAsULpdXqF3wQPA,
u-8vfbA76TY8lR_7femAPtVw,sauce
u-93-9YVtwkn0b5k1VsyMiOg,
u-94J1J7zJCVgfN8bz1qF-8g,
u-9753eOrBVUepAl3hUoHpiw,
u-986D6wn2BiPvscg-kLLGJA,
u-9ALVNSHgqSr4CYt6ArJpFw,
u-9B3_iZK3LADB6qpfR4iLPQ,Chutney|chicken tikka masala
u-9BEJyib8YGjAK3s0JUi53Q,
u-9BvceUQBbVBG99KUULN6hA,
u-9CjPu63LHFbgyfEusgBq3g,
u-9DKaqOhqQHbbgV5aQ5kxpA,
u-9EJPUru7ORXoCFF033zP7w,
u-9ESy342WfZBiDZHhFf8QEg,Biryani
u-9IRuYmy5YmhtNQ6ei1p-uQ,
u-9IYbdwYtxIWEgqMHwII6dQ,mutton
u-9I_bGtq4ArV_dg4crERv_Q,
u-9M9pCbQFCzFXltkEdGgqxw,Fish Tandoori
u-9MD2Ry2jQ08z1_4VKpEmfQ,garlic naan|papadums|paneer curry
u-9NM0z6f9-zgUmkUMs1Xiig,
u-9NXhh39zgPuz_8GEt3i3UQ,Sauce
u-9NnDa6TR53tiS7_3in4bRA,chicken|lamb vindalo|Chutney|tikka
u-9Ps53-JoheeX9pFbRpahRg,
u-9QEoZRnONsQpWa61M0T3NA,Samosa
u-9QFiD9Ffoit1mEYTqt4cbA,thali platter|samosa
u-9TC7-M_iaH9Xg4c4CjhetA,eggplant dish|Nutella dosa|RICE
u-9TKDLdubH2iH6BOeeR3UIQ,cheese pakora|naan
u-9TYp9WZYgOmDV9gU3-vHOg,
u-9U2aSoK0inWHPDsP0rrOjA,
u-9UAjDzvFEQpYtI_nRJ15fg,
u-9URFNoPu1hmIPCrJtnIUrA,biryani
u-9VRn47SH71kNkCKotY-anQ,
u-9W01kWLg2ci7IONKA6nKGg,
u-9W0mvEI5u1LmoNEPSXNwyQ,
u-9W8yd-mOS3dPGrpY_ryAng,bread
u-9ZcoQomh9q8tx6lXjPtctw,dosa
u-9_EcNE9epSAR_nxxChifqw,
u-9_FDFDwy1-DsmAwMk3VjHw,chilli chicken
u-9aDdvrXmoMC2PbJQPVO8GQ,
u-9aWvlYoTKBYKEqjRYjuZIQ,calamari|chilli chicken
u-9c1gu4xbBbdwR6IxXkYlMQ,roti
u-9e1GgNMDlUaCcefdg9C2BA,Pakora|Chutney
u-9edrQVzXhtfspzBAarabFw,onion bhajis|saag mushroom|Pani Poori
u-9ewjafrcTBkercR1az1Sjg,cocktails
u-9fgBA8JsS1RZTCShEGj-xg,
u-9gCAt3MUi1gEr5t519ckRA,Soup
u-9gX29q0kEr2L35YmCgz4pw,
u-9jaBZ5IVnaf61AhGtEESgw,tikka masala|butter chicken|Chutney|sauce|samosa
u-9kO-feVTNdDRYIP_yM2o6g,pita bread|rice
u-9kihwxZJOPOhfsXpy51i0Q,
u-9nVrOmQVKBLsHFNUzCIvoA,
u-9p6B0BZhUREP4-Ua_xD4bA,
u-9pwWm2KOTjjK8Sfq3TB9YQ,
u-9qclfIjg-5WmX16Gd0qasA,tikka masala|Chai
u-9s9q2KED--YynLvLdIrPFw,
u-9tY4wJuJ5_HFW2CwfNoIIQ,
u-9xSqmkaWS8WWq30J8uEJ-w,
u-9zxjFa2ZrWngq_nnGlRAig,chaat
u-A-IkCqnYosZa49XD9qiSww,Tandori chicken
u-A05HPjCOyhV9j7vn_dk7UA,
u-A1x6u0aDh0dAUbUY4Qi9hQ,
u-A2s1YH0eJZPdZi6c42rnGA,Naan
u-A8ERCVRBmPtgG8vgeqAF9A,Lamb Noodles Soup|Lamb Kebab|Noodles
u-A8l75Uk6I0D2pSuNfkbpLQ,Combo Thali
u-ABIvHzdgrrp-vPRo_X7YCQ,Tandoori Chicken
u-ACwN3HGetqPVhAgGKzdnsA,vegetables
u-ACxJcxfJyAiEqMvOlx1EYQ,
u-ADcMmX-I55wHZSW_40Jxxg,Channa Batura|Dabeli
u-AEgYsg7EHi-Z6j8R3vd06w,sambar|chutney
u-AI-cHKgAEdBDYFmV7AV29g,
u-AIm2ohj2pToS48YPh_Gy4A,Chutney|lassi
u-AJ7OBUjRaf0FZDq7VFxNTA,Chutney
u-AJpmz9nHVf-Prm5l0U0bNw,
u-ALlSCy42l83N0RmRIY4Kjw,
u-AN0Qmf5UTKrwgn8C3-eGhg,
u-ANWiPykRz4TznP1ZRSOOJA,Rice
u-AOvL-UrNpwqxf9zBJ4mN_w,Biryani|Pashwari Naan
u-AQcMZ74yQNx7JsdD-QQ0SA,Mantra Masala
u-AVPIsBnCxr-tQ4V5799pkQ,
u-AXaarmVW5s-bm08Jy5L5xQ,tea|biryani
u-A_DdEIFJv5W-owkam1PSvw,
u-AaNVt0_Y8q5h6O5Kmk5nMQ,butter chicken
u-AayiOKLJ3u20zhOChF6RmA,
u-AeYL-4rVuWfgeDJ-PGwlEg,butter chicken
u-AfkSDOjKn2k1IpmISO8XQA,Dosa
u-AgWz3sUCZawYG_szu7Bx3A,
u-AhNmTJt3HKsNemyLMZeG6Q,
u-AhoxHm569hH_PRkoegDwcA,Pakora
u-Ai_edjBlEUalvELH00ADqQ,
u-AirTVnJxFaNsU5M3baZXQQ,
u-AkOIflJMu_FxZui8fy9K6Q,
u-Aml_223CjrILCQaZ6YNw0g,Rice
u-AtErjfpYekcKohqnmdGjlA,Chicken Chettinad|Chettinad|Dum Biryani
u-AvC5XQAElcGAAn_Wr5auEg,paneer|Naan
u-Aw6jIheWC5vO5B08B-dZJQ,lamb
u-B-11345ED_wgO6DaunDiNg,naan
u-B0Xxo-DtDejGVHQccS1iiA,dinner|rice
u-B0nmSHz3XZjJ8K93ycpDyA,
u-B3B4FRlf85v7gEhTmfMihw,masala coffee|Mango lassi
u-B4Y-9YHke482_WPNgZCueA,dosa
u-B9EvWRQZURj6VKeWUy4Tzw,Tandoori chicken|Dessert|Daal Makhaani|Samosa|Aloo Chaat|Goat Curry
u-BAQTix1egll0AgJGT-hVDw,curry
u-BBhiJhIhVk5bMRfDck7D_Q,
u-BCjsgRFDCxGQHr0hVlwqvg,
u-BD76vF1woXPXUlVSRmjywQ,dinner
u-BDYdz5MJZfhLW6wqagc5bA,
u-BDoSVFfwpGqluwxpIkFtRQ,dessert|kheer
u-BFKVpowGGccyIbfIlbOLPQ,chicken|coconut chicken
u-BFVK5gn-MLkElqnsGGv9bg,
u-BGBuZAbxvlJKhGGarck2sg,gobi Manchurian
u-BGzavA_ddMr-jGmhArv7fg,tapas
u-BHjq3DNUe5WZ32bQkwjL8g,naan|Saag Paneer
u-BLfrtFbYxYWIMOV8nQwEKw,
u-BM6KnzoljE9t5qBrQjfdmQ,
u-BNKnI-M9c9Gtvjga9Vk4kw,
u-BP0Qe_iFslyq7t6Xugvzrg,
u-BPrD6g3UPbKqB4C9-Dv-0Q,chicken dum biryani|chicken tandoori
u-BRPK2iFVfDhogu89HMjjsQ,Dabeli|mango papdi chat
u-BSu2hEtBYvtADAEKiQrmiQ,
u-BUezGOiuNFE10oQn4uKS8Q,
u-BWMtteGOa6rntC1cc9dIDA,
u-BZ6haRXZ7yod1WK3wJ_GpA,chicken
u-BZEFc49mGkFj13n_Gh6vqA,
u-BZI6gBPd60ThqN7fMZcQSw,
u-B_-u1wqpcOWsjXbDFY9JBA,
u-Bcr4-lb_8MjVe4nD4KZ4XA,Sauce
u-BdGKpSyEOAP1-ajNmArEHA,
u-BdP8xKV5PXqlkXR60OX5Cg,
u-BdQOW8Nm6YNk7bk1wvr2Cg,
u-Beo8qoIWwsy5NHAb39xkKQ,Chana Masala
u-Bf3FdFD_67iJvnoXu9l-WA,
u-BfJtz6TZ_b7-CJsh_emgpw,
u-BfdVxHlKpNvW8iVzEwVQAg,chicken|butter chicken|Chutney
u-BhpuVGeXhC_f3nG7J2MAJw,chicken
u-Biv-1xBbKeUXe2kAVoJGLg,chutney|rice
u-BoUGdFkiU6EVsHGSvt-Uwg,
u-Bos4jnqVaLfynAuA-5i78w,
u-BpNAPKjA2O6rTu5APobHjQ,
u-BpnEs8ZGrNLh1WNgXbTZLw,buttery naan
u-BpspUG4f9nAwASAR7a86pQ,
u-BqfuGe5WArDlecdotCE7WA,Tikka masala|Naan
u-Brp-xpqt3rqzeYaKgRNs1w,vegetables|soup
u-Bsbumyr3Of8BauN2URK4bg,Dosa
u-BsoJkLbamTSK4zbiN7h0zA,biryani
u-BsvsJue01pezr1hnGqQ1Lw,Chicken Roll
u-Bsy9F-59sl9OT_bvZNl3hA,
u-Btg1z2BitwEunx_SqndHCg,
u-BuoeBRpUhNZud9LPycrMWw,
u-BvbC1B4O_DzpawUlrOR7EQ,carrot pickle|paratha
u-ByQUXmVgJW6jNOzPgweW4g,
u-BynpqTILMY4OLLG9PgrKzQ,rice
u-Bz9Hddcu2Hu0h3FArKfDGQ,
u-C-DwkgYb1kdzbEbpvQ9l2A,
u-C-LMbZB14oGA1mB6wS8zgQ,
u-C0bn6f7mqw_JZuHQ0Y3-_Q,
u-C5QsUsQg5I3dMdLM02SXGA,Dhal makhani|dhal makhani|paneer|spinach
u-C6Qltey26Uyo_1wlISdFlg,chili chicken|sesame beef|beef
u-C8yXxO010etfCbY001khTg,
u-CA1N8B5ZkSiUJeOXYcWImg,combo platter|pappadums|rice|naan|lamb vindaloo
u-CB8HcIxCmadtVtz3I6ecfg,Tandoori Grill|Beef Vindaloo
u-CBuI6Qc9YBNBqcP96wXs9g,
u-CFB9glegliFCT7dJxdLNsA,Naan
u-CFbaJyiMo65VmRnbb0ZmmA,sauce|rice
u-CH2nGjRLku2GBDxMhrHNAg,
u-CIKD9oMj-qTZ3zDdgFW5_Q,
u-CJ87IhdgyCWvnwDPU29zvg,
u-CKviGmjTSayM9FJpJbGBfQ,
u-CLbpPUqP6XpeAfoqScGaJQ,
u-CMFuzmaDyJPh-CPL5kUbCg,biryani
u-CNSxXqTose2P5Lf_MMXfDw,paratha|saag
u-COX5-jGgBP5J_lUHlm5Mtg,Gobi Manchurian
u-CPodThzsqATG_Bc8a4an_w,
u-CPuL_Jdh2PpngXDyOAEQcg,
u-CS6NiC4gDpt0Pyh8hbu49Q,
u-CSLHOFzry6n3g2lLXbbXgQ,naan
u-CT9bcSQrpVLzml-CPKvzVQ,Chicken Tikka Masala|dinner|sauce|bread|tomato sauce|Rice|Soma Grill|fish|cream sauce|Vegetable Samosa|naan
u-CTavgBU-A8wQgmvp07FCeg,
u-CUtWutWdXJd8tLOiQNr80A,
u-CVuHh4vm94TMAjt3nbEumg,
u-CY7Mtn1xuifQrI2S96BaQQ,
u-CZtMAdbPtY_dDrUYpzHHRg,chicken
u-C__1BHWTGBNA5s2ZPH289g,bread|Hyderabadi Chicken Dum Biryani|rice|curry sauce|fish|chicken|naan
u-CapjGj9mWWL6P_eQChu-5g,goat curry
u-CeSWUZVf0PS3A6yOwSndyA,tikka masala|dessert|lamb
u-CgG6X3k3DGSL2RR3ekzfsA,Dosa
u-CgaxrZFHnfdXT8goelBTaA,chai|naan
u-ChADwrKjusoOHLlU0v_iRg,Tandoori Char|Mantra Masala|chicken tandoori|tandoori
u-Ci_uvDAU3i39Nva7JpYBig,seafood
u-CnSzFGho_Ofsda3DOg0cIA,tea|korma|rice|chicken korma
u-CpYGSdVhq1pi9HkH5CbjPQ,
u-CruXS1miugUWBGqv66Z1Jg,
u-CsAmdmXh55wfJMhVxt4mOA,
u-CtBx4yk_QM8ClITgw94TPQ,butter chicken
u-CtvxL2SA-Wn0Tt-Ov1dJwQ,
u-CvJG4MAs3aVY8O2BuVKARg,yogurt|Butter Chicken
u-CvUWPa1LyVk-RyQC6dQ4gg,butter chicken|chicken biryani
u-CwFebMF23wOAepWE38XACA,Vegetarian Thali
u-CxDOIDnH8gp9KXzpBHJYXw,Afghan Cuisine
u-D-71neazoCYYQkgHnS92FQ,
u-D00_hYr7kRO27kS1_TMqvg,
u-D0_ogM5fDGD8bTyzmjaUUA,Samosa|naan bread
u-D1U0qNYvQg8bLT75pQJktw,
u-D1q2udKikeOvcry36WegHQ,
u-D1sFmPCZvbCJaHDWlkNLgw,aloo gobi|chicken tikka masala
u-D34XpkChl5RnFlhFZvZFbg,Tikka Masala|rice
u-D3fOi-5w4intrUTWXzIQew,crispy|samasoas
u-D3ubzB6RdOiMwJ6JFIL2Zw,tandoori chicken|Tandoori Mixed Grill
u-D4SaI6yt5_4lMP7P8Lmp1Q,
u-D5-LpBYZrFva9Yql1IC_xQ,ice cream
u-D7cHJq2uldNtWY7bDfInzw,
u-D8EZh_bu2GRLDAS8vH7BeA,
u-DCvyq74Hux8XZrnLQeMhLw,
u-DEjUHO2E7AoMG5bkxU5aQg,butter chicken
u-DFLXok6LzuMkoPLnYEL-Ig,
u-DFeA0_sFl7PPArYfPuSD7Q,
u-DFgGYfDFY1RxiWjxgV85lA,
u-DGXRru3Mj6Sox6qWY2SJuQ,
u-DGaiqKzuZxc9HY2WOcyLoQ,
u-DIL-EZK8_ibl_Q6gCi0krw,donuts|mango lassi
u-DJTgCoGrU329Z5WZquX9KA,
u-DJoamxeMu6VETxZFnzZtnA,butter chicken
u-DK57YibC5ShBmqQl97CKog,dinner|naan|garlic naan
u-DNlzbI54zCOa4to-vTWBJQ,paneer
u-DNuyuvJMCREP7qSF-vDy4A,
u-DSM73RQ4huvuYjI4azX7dw,chick peas
u-DStRnaP_nZbGBEOCNddRDQ,
u-DUD1RNP_4wqA013SmGeQyA,cocktails|steak
u-DVOOF0Z627DyrZ4XKQbTgA,chow mein
u-DWfos3PxcrkqAJoAZHEg3A,Samosa
u-DbvIS10e5BRB7AFT5DAW4Q,
u-Dfqc8HPcVkCi71-R3KiqTQ,Naan
u-Dg0gpiS5Em0CkICCAZRkag,naan
u-DheU-KOyNyyOSGIHPMAutw,
u-DjZFxtnFBov1iQyW2Ky1CQ,
u-Dk4fcOTwZo8hVLyvtQVu3Q,
u-Dl5twqkJmR67cq9aZl2bIA,
u-Dm00e4b2n5cZLvlY3dRWlg,
u-DoY-DY1QlN-Sztkbs7UQzw,
u-DpLsquKdybS2SJKSVvQYEw,
u-DpMHcU3Gf8pKnXAwN4M9AQ,
u-DpPGw8LfhRf7wynAD8v4IQ,
u-DqqPHnJlAne2don6FAJ8ww,
u-DrEwO1wF6T0TJSGxPlVI9w,sauce
u-DsjZ32WGxgNLzABeePuoCw,
u-DsqIqc8hQcfDci9ZlVZkJw,Tandoori Chicken
u-Dt4bzEcDdj_mdxL1uhDo5Q,chicken soup|curry beef
u-DvDEccGguYTxxPDNU35y8w,cupcake
u-DxphAmMcFnCXq5hW4tRnuA,
u-DzMV5nTn46Gal-fMRuq6Ug,
u-E-F49aokwOCxGTf3cp_MXw,Tandoori Grill|sauce|curry
u-E-qWKpLzphkP5Aty7prDiQ,
u-E0dC0a9Dl-sYWDAL41wF0g,
u-E1ME3llS2j4mJ861ZKJOew,
u-E1hLHq6LZ6AoSJzW-oT4FQ,
u-E2xjyuh4Yc0UHdJUmzqVTg,vegetables
u-E3-bcRsTtyICecnHxJOGlw,
u-E43QxgV87Ij6KxMCHcijKw,
u-E8t5h3qFecOVmrEMgoQVfg,bread|egg plant|pina colada
u-E99WXYrZr0zzXldRx4c0Pg,Biryani|biryani|veg curries|Maharaja Bhojanam
u-EBVrfYfXVufNiYEMyOMUMQ,
u-EBfuY7JMgLbFFYYi2yf6eg,Palak Panner|curry
u-ECOs16xO8O-09n8MsXvKGQ,
u-ECWLF8z5SmzQxRdkizQ2KQ,
u-ECx9EEsSos4n0p1t5rtSrA,
u-EFddU8cj_WTKTBFgdatFBA,
u-EMS4k8X5NYE1MxO2KK5pFw,butter chicken|chana masala
u-EPrjJQP35muVElDb18Fddg,
u-ERLp1NgptWOcry8awcqXSA,dinner
u-ESExZK0M-fo2s6jLqjTntw,Chutney|aloo|spinach|salad|flatbread|basmati rice|onion pakora
u-ETZqYM1WSy9VXGxpkC7kKQ,
u-ETaklAfYfOys6QOz_rJ5Yg,
u-ETk-jcQbgVCNMGLsRCYATg,
u-Ea9aNN7dtf_Wa7CgbifuWg,Garlic Naan
u-Eb6TPevViIzBy8ApjPtuqw,
u-EbxSw9f02Lg4teiC75X6rQ,
u-Ecqlb6gdkIjLlj92HUqilA,
u-EeN8Rnp5j5Hml2f8ZHRO1g,chicken|Chicken Vindaloo|Amber
u-Eee76zaB-AvJyKdIU7LwOQ,tandori chicken
u-EiP1OFgs-XGcKZux0OKWIA,Pakora|Noodles
u-Ej4JKL5GRXKBXU06KQqMwQ,
u-EjjUyf1HSdUNQF2-wuhQOw,noodles|chili chicken|Hakka noodles|sauce
u-EnIJz6JaLgPE4JA8eyZjbA,onion dosa|egg|cauliflower
u-Enkx_H-B0jp2tRLl84wOiw,Indian Spiced Iced Tea|Chana Masala
u-Enl0F5BCAdSeG_z_kEHcHg,fish pakora
u-Eo2CSgKfHbXIa0HfuCnoaQ,Dosa|Chicken Tika Masala
u-EpHjPLLhKtQPE-m02ZmCTw,
u-EpRIX7o1AC0JeQgwbYVbwQ,biryani|chicken biryani
u-Erw46-4d-QIzmj1ULQE0YA,barg kebab|Rice
u-EsbAbvmnES7lQLz4Ru2C2A,
u-EtFULCVhaeCubTygVcvYgg,Channa masala
u-EttcwtTCziTRgzGupJWiIA,
u-EtuDTP64J840KMOKz_EmIg,mango lassis|bread pudding
u-Ev5Ggic5S85xKgD4rglyWw,Biryani
u-Ewzycs8MTQN6G9MRE9ZzNQ,
u-Ex_dhn0qRooXeUiVAYihcQ,
u-ExwxHbVlRRR8-d_54lHe1A,
u-Eypq5gLLjCapBVVnMw_MyA,fish curry
u-EyyN8Xk-X56d6k9xNWqYQw,naan
u-F-nLfSJ4qtdZRwNW993lSw,Roti
u-F0OeMvB1YTr0IJf-5CexZQ,butter chicken
u-F1_WWxCjdHhMKBjPS9ljvQ,Pashwari Naan|Tandoori Platter
u-F21kxY7kQRQwlyvxpLZk6Q,
u-F6KOuv0bNYfHQ-xbeO72rQ,chicken
u-F6roFjNdk4MRcP5rrLE2Fw,channa masala|naan
u-F85Fe16McFDJFK0vnLy7Iw,chili chicken|palak paneer
u-F9SQf5gkni1Ux4uTcqFQfg,beef
u-FAK3hFGYzaGWLqh0_IouSg,
u-FAsoP7gzkDmFdP-eYuysmw,
u-FBxXJxAy_zPUAxlJDTHaVQ,butter chicken
u-FGJKvZht_SVpSZY7nC066Q,
u-FGxJnIi14v1gVRXbDQPffg,butter chicken
u-FGyF8-rkQT_teGYjlwgLGw,
u-FH1zzokLaW3C7meH7HQF9A,
u-FHT3KO3LL0aDhxUq5fVVIQ,
u-FJ2yu9Pf5LIYcncoRKyzFQ,daal soup
u-FJy6BVYJt0hErGnKaEv4uA,Lamb Rogan Josh|rice
u-FKIKLzNR5u0SZqQB5J-wwQ,
u-FLBSIjBC0Key7jfhsZFIUg,
u-FLLrA7D34jmzX0h2k3i2MQ,
u-FLqCcsb4ihFNm1pxCI5Stg,
u-FMjW4kjLsbtEmb3V_05j-g,
u-FNHVGt36p4t-w1PW8bCJug,dinner|Chutney|butter chicken
u-FOG6fBMNIkOpVT9SP0U_lQ,
u-FPSfsEvD_y5V0Lcjd62COA,
u-FPmxLtMPlYDyeIa2f3N4qg,tikka masala|chicken tikka masala|Soma Grill|soup
u-FQo8HxOxlhMgDQod9NwfHQ,
u-FQzMahuwloL7r44Gl_lNNA,chicken tikka|chocolate cake
u-FRnNgOvEWJvxo7h9np3RSw,roll
u-FT2_DenBRHcXFqzvoTUZoQ,dinner|Dal
u-FThCBryTqIvsJqC28J-LVA,Lamb
u-FTpQEPNa_h-5FoQ-Xk3Hww,salmon tikka|curry
u-FTsYsxk0-vsSk4uil1VD5g,
u-FUQ-tUz5hoVrnWxuNEPkwg,tikka masala|rice
u-FUTP51yl2oM483ji0fmdVg,
u-FWDwuX8k8dwUICg8EG9dUQ,Pakora|Bombay paneer
u-FYTtlNc73xYzFG5yTDmM8w,Curry Dish
u-Fantoh6E7ScHhZjY6Nzq_A,soup
u-FcufsSaz59BJtNv3ibL10A,
u-FdGS2N5bP2s_FdN6V1t8kA,
u-FeOKgKth9KLADXQIWs3YEg,mango lassi|biryani
u-FfC1-Xseyi-hNLNV9VQN7g,
u-FfEj51e15Cxyj5Fixq0-nQ,Idli
u-FfGSskrEu9jHlPy4sM8VBg,Karahi Chicken|chicken|rice
u-FficWpiRJJJ11tlzeiAtoA,
u-FflbpnSuF3POJG_lPdxLlg,
u-Fh5BHzzFHavNOvyTWafbtg,
u-Fj0ZnOt188QoYXhwwwZPNg,dinner
u-Fjk3fN9-X5Hd1n5-pwoO0w,yogurt|rice
u-Fk3Io6ZVH0ExuUHd11jUnQ,tandoori
u-FkD-nunEpZHQQnC0zwxFdA,
u-FkHx-2cM33pviW0ehCI6FA,
u-FkQ7dgXtFvuqAPQWB4HWYA,palak paneer
u-FnlNKMfOuc77e04zWbd3CA,butter chicken
u-FnwLH4gMWgOkx7KBdUlFdA,
u-FoVZlbbz0e19YiOR8DCYLA,sauce|salad|soup|chicken tikka masala|naan
u-Fraxp2IxIZJbct75AnqEbg,basmati rice
u-Fs3Ci1JL9h5mYxRziVOBAQ,goat curry
u-FsxfBw7anfOOR5BRUUsiNg,
u-FuDerME3t0XjuaPTrNfW_g,
u-FvivYrK-o2dp_Sk5ips8nA,
u-FwKfsey3SqpsxLz3_2raFw,naan
u-FwgT_pZzsLCRPROEonT0fQ,
u-FyEFe1GiL_nBzX1AMaep9A,masala tea|kheer|dosa
u-FyikYazQbNoOumDooOQyyA,chicken tikka masala
u-Fzw-tMEWls7A6fN-UIdJpQ,
u-G-pUjm-FGYGibs_syjTHWQ,dinner|wine
u-G1QG6IfLuE5uirU6PMo2dA,
u-G2bIgYrIgdllZq4RT7ThRw,Chicken Madras|Soma Grill|salad
u-G3civyLatxrzYk0lln3MUQ,coffee
u-G3jQjM0t2Q1jof4I4J5E-A,
u-G87gp24y1e96qj8fRpNROQ,biryani|paneer|naan|pot pie
u-G9cqGfbfkssqzv6e6rCIrg,
u-G9qVg040Z9TRoLr2XPJWtA,
u-G9v7PjCRIt960ot77AMWpQ,
u-GBYGhO7j5-mnK_WoNBjFKA,
u-GBe7fD07neW_F1wa2QAZxA,
u-GCIFapvuzWYMJunSjA5b_Q,Sauce
u-GCnB1Qs2wNur4B3_ih-1Iw,
u-GJb9zDG0TWwM3Vbr5ictpQ,mix grill
u-GJd11uLB70bqPV9gA5orZA,mango lassi|Boneless chicken|chicken curry
u-GJe49eHFRhU3GMv_1UcLBw,butter chicken|sauce
u-GM0nKVSBWQ317dUajjBNxw,
u-GMZRlfTGiX33Uhyzi8YVEw,
u-GMvzY8qTWyCkJuw37yEYmA,
u-GNIc-1Hx9TN-S7iQJRFDuQ,
u-GO9KExn524b7TAwnYPMq-g,
u-GQEE5zo9IFo1_r4k_uIKDQ,Pan masala
u-GTbnKWAYHAgY4Z_62547WA,jackfruit curry|gin cocktail|noodles|jackfruit
u-GUMxq_mi_XFoUMlYDoQYeg,rice
u-GXfrchFxdldoJXSEqUcdNw,bengan bharta
u-GY76ebPi56ztlNcwYO70gg,Lamb Skewer|noodles
u-GYeehsTkLh0liaZs4B0uMw,
u-G__WfBm_nr4CcZNvjWlAJQ,
u-GaJHjbnfOsoxR61XbXDNBw,
u-Gb3wDY_ly8ksqM0U7hh3Gw,goat|Naan Bread
u-GbE4b9qRrrOEAvRFXvZrfQ,
u-GbUMJ3zTX7hQq03OVyWnAw,
u-GbtE_AWkua-Psc8CnNF_yQ,
u-GdFg5NgRA3D3EnliNKcAow,
u-GfBlSfHWrN7H91ImU4nYLA,roti|palak paneer
u-GfydT32-B76VTabMnOcCQg,masala fish|meatballs|rice
u-Gh6sagblKhuMpWUDWeQjNg,dinner|masala tea|Tea
u-GiRFtVmoU1sEKU_GVAusZQ,Saag Shrimp
u-GkKUrtJFY6wCBkoprbN5gA,
u-GkSc8kWWbigUL_V5Q12GrA,
u-GnvLJGq10hEuA4qUPwpf3A,
u-GpTlLaNcWnaYIGFNOYj6yA,Mixed Vegetables Chicken
u-GqLTKz0YsSkX-DTc9oHrBg,Samosa|Sauce|sweets
u-Gr2pGmK0ntRIVtzDH9kixQ,
u-GrUCjpll6wTlcEhjuabHTA,
u-Gsa-MeZ0IybuuXinFZUVGg,Fish Pakora|Munchurian Chicken Chowmein
u-GvS_4xUI1e7Hx_kUytU8aQ,
u-GvoVAsQ9SW1ZnvicqT6Mcw,
u-GwoyfnsM0nfb8oOGdjicrQ,
u-GwwjFZLaFTi6EcLIxVywQg,
u-GxaSl-OEmnmTZ5AxC5S8Tg,sweets
u-GyYqBkJEvO7KWFnInf62fQ,dinner|meatballs|Tofu Matar Curry|rice
u-H2Qgk1-N5myYfjUNWu5CFQ,
u-H3I-I_FtzVkGBfTbOSNI7A,Aloo Gobhi
u-H3KluKXf1mp3etCToCJhqg,Palak Paneer|Onion Pokuras|naan|plain
u-H5tU6WqjNYnVYYdDn5K2xg,
u-H7pxEBjPTOndbfQREAA8_w,
u-H7x9sZ0aXkI6zU1yy6NuEw,
u-H9Tx30KywPKp9E--NqnBdg,
u-HAv4iHgSyMS4HKwl5hb98w,Dosa
u-HDBchQwbw_oWyvCJc69xuQ,Chicken Noorani Kebab|chicken madras|paneer|rice
u-HE0qZ9B1B-h6icUDpV7sdw,tikka masala|tandoori chicken|chicken vindaloo|Naan
u-HEK5DElxXE8D9GC8d68eJA,
u-HG_-DYGnFv3QwnFtB3GVAg,
u-HGaeDTDlhls41lLlSoRh3g,Sauce|crispy|Chicken Pakora|rice
u-HINrShGfauoae41fS8Y2hQ,
u-HKdCl7uryk0M0_G4SNDKZg,plain|mango lassi|veg korma|goat vindaloo|naan
u-HMFtDnVmH4sQx_svLw883w,Biryani
u-HNrz6Xe7PoLjUp8kBUDykQ,
u-HOKngwcMBbb8Sa-jl4ZzJw,chole|daal makhani|naan
u-HOsn_lHGMewUWYCdcfD5Hw,
u-HPuTCCL4W3u5sxrbBFu9YA,Dosa
u-HU9i5f4EHOaZctpxnTXmJw,
u-HUWMf2DeGU0legyjFD8uGA,dinner|masala dosa|Sambar
