subject,relation,object
u-FflbpnSuF3POJG_lPdxLlg,VISIT{count:1},b-p-J9iJgeHmPGk2jFAM0WnA
u-FflbpnSuF3POJG_lPdxLlg,RATE{star:3.0},b-p-J9iJgeHmPGk2jFAM0WnA
b-p-J9iJgeHmPGk2jFAM0WnA,HAS_REVIEW,r-2qpFyx9Y6CNhhixMu79jHg
u-dsXDA0Dwspk47FFhi3oKvg,WRITE_REVIEW{date:2019-03-26 16:52:36},r-2qpFyx9Y6CNhhixMu79jHg
u-dsXDA0Dwspk47FFhi3oKvg,VISIT{count:1},b-p-J9iJgeHmPGk2jFAM0WnA
u-dsXDA0Dwspk47FFhi3oKvg,RATE{star:1.0},b-p-J9iJgeHmPGk2jFAM0WnA
b-p-J9iJgeHmPGk2jFAM0WnA,HAS_REVIEW,r-zw4hMnjY3BUXoI_jefW1jw
u-26APrhqCQ8pxzqWiMWwFcg,WRITE_REVIEW{date:2018-11-12 18:14:10},r-zw4hMnjY3BUXoI_jefW1jw
u-26APrhqCQ8pxzqWiMWwFcg,VISIT{count:1},b-p-J9iJgeHmPGk2jFAM0WnA
u-26APrhqCQ8pxzqWiMWwFcg,RATE{star:5.0},b-p-J9iJgeHmPGk2jFAM0WnA
b-p-J9iJgeHmPGk2jFAM0WnA,HAS_REVIEW,r-Lzg9NZVXlDalVa7_HbaCGA
u-YscjZezxLirEjK_bK82uAw,WRITE_REVIEW{date:2019-01-05 18:57:16},r-Lzg9NZVXlDalVa7_HbaCGA
u-YscjZezxLirEjK_bK82uAw,VISIT{count:1},b-p-J9iJgeHmPGk2jFAM0WnA
u-YscjZezxLirEjK_bK82uAw,RATE{star:4.0},b-p-J9iJgeHmPGk2jFAM0WnA
b-p-J9iJgeHmPGk2jFAM0WnA,HAS_REVIEW,r-01hJT0tiMZougqgVhUOBrA
u-yiWOSHrLIliecmnzdZbxqA,WRITE_REVIEW{date:2018-11-12 18:21:02},r-01hJT0tiMZougqgVhUOBrA
u-yiWOSHrLIliecmnzdZbxqA,VISIT{count:1},b-p-J9iJgeHmPGk2jFAM0WnA
u-yiWOSHrLIliecmnzdZbxqA,RATE{star:5.0},b-p-J9iJgeHmPGk2jFAM0WnA
b-p-J9iJgeHmPGk2jFAM0WnA,HAS_REVIEW,r-U-RLnIP8gbCgNbBmmbNylQ
u-qvPTw-ArHYI1n1n0cw3S7A,WRITE_REVIEW{date:2018-10-21 01:38:16},r-U-RLnIP8gbCgNbBmmbNylQ
u-qvPTw-ArHYI1n1n0cw3S7A,VISIT{count:1},b-p-J9iJgeHmPGk2jFAM0WnA
u-qvPTw-ArHYI1n1n0cw3S7A,RATE{star:4.0},b-p-J9iJgeHmPGk2jFAM0WnA
b-p-J9iJgeHmPGk2jFAM0WnA,HAS_REVIEW,r-AUrgKN8VkEgw36nTLUBu2A
u-3c3aNHGUPDwFZhxCe-p8Ag,WRITE_REVIEW{date:2018-10-08 20:13:50},r-AUrgKN8VkEgw36nTLUBu2A
u-3c3aNHGUPDwFZhxCe-p8Ag,VISIT{count:1},b-p-J9iJgeHmPGk2jFAM0WnA
u-3c3aNHGUPDwFZhxCe-p8Ag,RATE{star:5.0},b-p-J9iJgeHmPGk2jFAM0WnA
b-p-J9iJgeHmPGk2jFAM0WnA,HAS_REVIEW,r-S1yP5Dju3DG6hde2FsT0vQ
u-CgG6X3k3DGSL2RR3ekzfsA,WRITE_REVIEW{date:2019-02-02 15:52:02},r-S1yP5Dju3DG6hde2FsT0vQ
u-CgG6X3k3DGSL2RR3ekzfsA,VISIT{count:1},b-p-J9iJgeHmPGk2jFAM0WnA
u-CgG6X3k3DGSL2RR3ekzfsA,RATE{star:4.0},b-p-J9iJgeHmPGk2jFAM0WnA
b-p-J9iJgeHmPGk2jFAM0WnA,HAS_REVIEW,r-n2iZZMkgvsRFbmXXI4dADw
u-FyikYazQbNoOumDooOQyyA,WRITE_REVIEW{date:2018-11-07 03:16:32},r-n2iZZMkgvsRFbmXXI4dADw
u-FyikYazQbNoOumDooOQyyA,VISIT{count:1},b-p-J9iJgeHmPGk2jFAM0WnA
u-FyikYazQbNoOumDooOQyyA,RATE{star:5.0},b-p-J9iJgeHmPGk2jFAM0WnA
b-p-J9iJgeHmPGk2jFAM0WnA,HAS_REVIEW,r-30w69uFBzl6-dLt4w6DbZQ
u-rSQITvDnm1smzJl-3LJz4Q,WRITE_REVIEW{date:2019-02-04 14:31:33},r-30w69uFBzl6-dLt4w6DbZQ
u-rSQITvDnm1smzJl-3LJz4Q,VISIT{count:1},b-p-J9iJgeHmPGk2jFAM0WnA
u-rSQITvDnm1smzJl-3LJz4Q,RATE{star:4.0},b-p-J9iJgeHmPGk2jFAM0WnA
b-p-J9iJgeHmPGk2jFAM0WnA,HAS_REVIEW,r-pCx83D3-hcPy8ictquk0_Q
u-xZIS0iyY463Pxv9_v8GBTg,WRITE_REVIEW{date:2018-11-22 05:41:32},r-pCx83D3-hcPy8ictquk0_Q
u-xZIS0iyY463Pxv9_v8GBTg,VISIT{count:1},b-p-J9iJgeHmPGk2jFAM0WnA
u-xZIS0iyY463Pxv9_v8GBTg,RATE{star:3.0},b-p-J9iJgeHmPGk2jFAM0WnA
b-p-J9iJgeHmPGk2jFAM0WnA,HAS_REVIEW,r-lDGp_-FDuTuTu8BjXWMyuw
u-E43QxgV87Ij6KxMCHcijKw,WRITE_REVIEW{date:2019-01-31 16:50:41},r-lDGp_-FDuTuTu8BjXWMyuw
u-E43QxgV87Ij6KxMCHcijKw,VISIT{count:1},b-p-J9iJgeHmPGk2jFAM0WnA
u-E43QxgV87Ij6KxMCHcijKw,RATE{star:4.0},b-p-J9iJgeHmPGk2jFAM0WnA
b-p-J9iJgeHmPGk2jFAM0WnA,LOCATED_IN,Charlotte-United_States
Charlotte-United_States,LOCATED_IN,United_States
b-RE4qn28MEiDrM1PbdYVgxA,HAS_CATEGORY,Caribbean
b-RE4qn28MEiDrM1PbdYVgxA,HAS_CATEGORY,Indian
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-x379rbguzUsA4D4Db5OQsQ
u-F-nLfSJ4qtdZRwNW993lSw,WRITE_REVIEW{date:2018-06-22 17:13:11},r-x379rbguzUsA4D4Db5OQsQ
u-F-nLfSJ4qtdZRwNW993lSw,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-F-nLfSJ4qtdZRwNW993lSw,RATE{star:4.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-n0Ngm4UVN-8QQATQEZYVNg
u-eeHkL577GLoekAV9TsTTkA,WRITE_REVIEW{date:2017-12-18 20:33:04},r-n0Ngm4UVN-8QQATQEZYVNg
u-eeHkL577GLoekAV9TsTTkA,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-eeHkL577GLoekAV9TsTTkA,RATE{star:5.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-YhKISWlpgcTDNibM38j6_A
u-MNg6tOsLAKgxsdhLNK6iGg,WRITE_REVIEW{date:2017-08-03 03:40:05},r-YhKISWlpgcTDNibM38j6_A
u-MNg6tOsLAKgxsdhLNK6iGg,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-MNg6tOsLAKgxsdhLNK6iGg,RATE{star:5.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-ZpNap8jgEje_I_tZADo_hg
u-iVmBpLCIuUA0Hsu1eNKQ4g,WRITE_REVIEW{date:2017-12-22 18:26:11},r-ZpNap8jgEje_I_tZADo_hg
u-iVmBpLCIuUA0Hsu1eNKQ4g,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-iVmBpLCIuUA0Hsu1eNKQ4g,RATE{star:5.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-T0xcD8vHQli-5edXgNSibg
u-9c1gu4xbBbdwR6IxXkYlMQ,WRITE_REVIEW{date:2018-08-27 22:09:33},r-T0xcD8vHQli-5edXgNSibg
u-9c1gu4xbBbdwR6IxXkYlMQ,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-9c1gu4xbBbdwR6IxXkYlMQ,RATE{star:4.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-FywyX65jYIpF9ZYmoPPRaw
u--p3a5JqLcVMIdiqxCsgmZw,WRITE_REVIEW{date:2018-05-08 12:15:34},r-FywyX65jYIpF9ZYmoPPRaw
u--p3a5JqLcVMIdiqxCsgmZw,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u--p3a5JqLcVMIdiqxCsgmZw,RATE{star:5.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-DOlHFB-6fduGTbqtOeIkJQ
u-uCdmtWpEku3xLa-ScQabKA,WRITE_REVIEW{date:2018-04-13 22:18:24},r-DOlHFB-6fduGTbqtOeIkJQ
u-uCdmtWpEku3xLa-ScQabKA,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-uCdmtWpEku3xLa-ScQabKA,RATE{star:3.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-VuWM8LbnIBF0Rh03wm2gBQ
u-VLfK0P4aHwCThv3h7GeQQw,WRITE_REVIEW{date:2017-09-17 21:35:41},r-VuWM8LbnIBF0Rh03wm2gBQ
u-VLfK0P4aHwCThv3h7GeQQw,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-VLfK0P4aHwCThv3h7GeQQw,RATE{star:5.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-_UZkvGd8aRBiJI8SOau2bA
u-QdLc74qpa5sXJOfgb0FthQ,WRITE_REVIEW{date:2018-11-29 23:43:55},r-_UZkvGd8aRBiJI8SOau2bA
u-QdLc74qpa5sXJOfgb0FthQ,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-QdLc74qpa5sXJOfgb0FthQ,RATE{star:5.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-paZyOrIm5iHe4t9MhowKhQ
u-PVyl_Kilc81Y0e3eCGJF0g,WRITE_REVIEW{date:2017-08-06 22:34:48},r-paZyOrIm5iHe4t9MhowKhQ
u-PVyl_Kilc81Y0e3eCGJF0g,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-PVyl_Kilc81Y0e3eCGJF0g,RATE{star:1.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-J2MtL6853Ol_Mr8k1KqjzQ
u-3B7t3At5fFWaeLVaHiVk4A,WRITE_REVIEW{date:2019-03-21 14:35:23},r-J2MtL6853Ol_Mr8k1KqjzQ
u-3B7t3At5fFWaeLVaHiVk4A,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-3B7t3At5fFWaeLVaHiVk4A,RATE{star:5.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-V7kGO-MIQMz8i6iWYzVMRA
u-ufRKH6kV_n6h5lsmuOr5ig,WRITE_REVIEW{date:2018-11-18 02:36:23},r-V7kGO-MIQMz8i6iWYzVMRA
u-ufRKH6kV_n6h5lsmuOr5ig,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-ufRKH6kV_n6h5lsmuOr5ig,RATE{star:4.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-d9_uFV96T1pvXPN-DpXYHw
u-2tGL1SDJnK7GiH8c5yhSBQ,WRITE_REVIEW{date:2018-05-19 13:29:34},r-d9_uFV96T1pvXPN-DpXYHw
u-2tGL1SDJnK7GiH8c5yhSBQ,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-2tGL1SDJnK7GiH8c5yhSBQ,RATE{star:5.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-4wQepboUF2E_ctHFZ7uFMg
u-xnLliq9Majlk9i0Orf7Iig,WRITE_REVIEW{date:2018-10-24 02:53:25},r-4wQepboUF2E_ctHFZ7uFMg
u-xnLliq9Majlk9i0Orf7Iig,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-xnLliq9Majlk9i0Orf7Iig,RATE{star:5.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-gX_8gil0pLqDD4jJz2s-zw
u-tIbL7mV0a0aOSg8ks4asnw,WRITE_REVIEW{date:2019-07-26 18:46:56},r-gX_8gil0pLqDD4jJz2s-zw
u-tIbL7mV0a0aOSg8ks4asnw,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-tIbL7mV0a0aOSg8ks4asnw,RATE{star:3.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-i1iB399wJvB-o9AUCQKnmA
u-BSu2hEtBYvtADAEKiQrmiQ,WRITE_REVIEW{date:2019-09-08 19:00:16},r-i1iB399wJvB-o9AUCQKnmA
u-BSu2hEtBYvtADAEKiQrmiQ,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-BSu2hEtBYvtADAEKiQrmiQ,RATE{star:5.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-s7zmyL9FXIFs25JmR5Qd5g
u-W66pmCWETd2cFnWT4Mrn3g,WRITE_REVIEW{date:2018-12-31 03:39:49},r-s7zmyL9FXIFs25JmR5Qd5g
u-W66pmCWETd2cFnWT4Mrn3g,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-W66pmCWETd2cFnWT4Mrn3g,RATE{star:3.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-0xn8QVwKazaH4Pj33RARyw
u-7qSOf2kaMWEhS544oIFR4w,WRITE_REVIEW{date:2018-05-05 17:52:24},r-0xn8QVwKazaH4Pj33RARyw
u-7qSOf2kaMWEhS544oIFR4w,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-7qSOf2kaMWEhS544oIFR4w,RATE{star:5.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-E9WjTQw3S5ctRNmX4zc1Cw
u-xG_UtKXuRR-vXcPsqbZm7w,WRITE_REVIEW{date:2019-10-07 22:43:03},r-E9WjTQw3S5ctRNmX4zc1Cw
u-xG_UtKXuRR-vXcPsqbZm7w,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-xG_UtKXuRR-vXcPsqbZm7w,RATE{star:5.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-k18c5rmT6DdZSIbGSkfEdQ
u-rLafRDi22mMbZlBTDbZlBA,WRITE_REVIEW{date:2019-08-25 17:07:47},r-k18c5rmT6DdZSIbGSkfEdQ
u-rLafRDi22mMbZlBTDbZlBA,VISIT{count:1},b-RE4qn28MEiDrM1PbdYVgxA
u-rLafRDi22mMbZlBTDbZlBA,RATE{star:2.0},b-RE4qn28MEiDrM1PbdYVgxA
b-RE4qn28MEiDrM1PbdYVgxA,LOCATED_IN,Brampton-Canada
Brampton-Canada,LOCATED_IN,Canada
b-_PKXarw3GjlbwbXhjdpUMA,HAS_CATEGORY,Indian
b-_PKXarw3GjlbwbXhjdpUMA,HAS_CATEGORY,Chinese
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-xtIcRjP3iEhiyWZbcQ-AtA
u-R_TJQ6Hy1BtOYK_hCl25bQ,WRITE_REVIEW{date:2013-12-28 20:35:09},r-xtIcRjP3iEhiyWZbcQ-AtA
u-R_TJQ6Hy1BtOYK_hCl25bQ,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-R_TJQ6Hy1BtOYK_hCl25bQ,RATE{star:5.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-AZQ21cTR4a4kc7hZZV_IEQ
u-y05H_1uQhO4frLTJ5_tGCQ,WRITE_REVIEW{date:2017-05-13 13:34:58},r-AZQ21cTR4a4kc7hZZV_IEQ
u-y05H_1uQhO4frLTJ5_tGCQ,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-y05H_1uQhO4frLTJ5_tGCQ,RATE{star:3.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-P746O-iudziZNb2fmoOSAQ
u-4L3W45S-ssdoKevuv5ykVw,WRITE_REVIEW{date:2018-05-29 20:08:27},r-P746O-iudziZNb2fmoOSAQ
u-4L3W45S-ssdoKevuv5ykVw,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-4L3W45S-ssdoKevuv5ykVw,RATE{star:3.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-Z9C4v90jNoLlbgUdt5Y2Tg
u-5FMeJRjsn1zN9Y9q6X1uyw,WRITE_REVIEW{date:2017-07-19 18:54:39},r-Z9C4v90jNoLlbgUdt5Y2Tg
u-5FMeJRjsn1zN9Y9q6X1uyw,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-5FMeJRjsn1zN9Y9q6X1uyw,RATE{star:3.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-rXzbbVyFxeRzSUxmo6cbug
u-51_EJUsPW8NpsO8C9N4JqA,WRITE_REVIEW{date:2018-04-06 17:54:00},r-rXzbbVyFxeRzSUxmo6cbug
u-51_EJUsPW8NpsO8C9N4JqA,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-51_EJUsPW8NpsO8C9N4JqA,RATE{star:3.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-l-RGAQG474o9EHH6LeJx8A
u-eDKpiNOWoPqi3NFDn6QgEw,WRITE_REVIEW{date:2015-01-07 21:10:21},r-l-RGAQG474o9EHH6LeJx8A
u-eDKpiNOWoPqi3NFDn6QgEw,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-eDKpiNOWoPqi3NFDn6QgEw,RATE{star:4.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r--w8eiKedr1KzAWvK3S8twg
u-a2VgXrdJUflY9HOTPb62XA,WRITE_REVIEW{date:2017-09-01 19:20:51},r--w8eiKedr1KzAWvK3S8twg
u-a2VgXrdJUflY9HOTPb62XA,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-a2VgXrdJUflY9HOTPb62XA,RATE{star:4.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-iHP2XEMGTYz7sWlbMf67bQ
u-z01bY3_w1GieMWOvQHznRA,WRITE_REVIEW{date:2016-11-24 20:40:47},r-iHP2XEMGTYz7sWlbMf67bQ
u-z01bY3_w1GieMWOvQHznRA,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-z01bY3_w1GieMWOvQHznRA,RATE{star:2.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-JVjoaupDEE-LqA9eBux9Sg
u-Y1N7LPhi3xAq3UBLKWpWNQ,WRITE_REVIEW{date:2016-07-18 18:37:24},r-JVjoaupDEE-LqA9eBux9Sg
u-Y1N7LPhi3xAq3UBLKWpWNQ,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-Y1N7LPhi3xAq3UBLKWpWNQ,RATE{star:2.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r--K6X-xUbQN3j0qPN474naQ
u-iIe1gtgyLqV0ZBbArDQkvg,WRITE_REVIEW{date:2016-07-07 15:28:55},r--K6X-xUbQN3j0qPN474naQ
u-iIe1gtgyLqV0ZBbArDQkvg,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-iIe1gtgyLqV0ZBbArDQkvg,RATE{star:4.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-ph4sfE8NZyfKH6phX6bCIg
u-kQF9NmkkxmUTo3AUTfAvlA,WRITE_REVIEW{date:2015-12-13 21:15:03},r-ph4sfE8NZyfKH6phX6bCIg
u-kQF9NmkkxmUTo3AUTfAvlA,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-kQF9NmkkxmUTo3AUTfAvlA,RATE{star:4.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-SFfOxTEMh9Lv3MP8rPKp-Q
u-I8OgHOWhfyFsDPfC3YU3xw,WRITE_REVIEW{date:2014-11-05 13:44:19},r-SFfOxTEMh9Lv3MP8rPKp-Q
u-I8OgHOWhfyFsDPfC3YU3xw,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-I8OgHOWhfyFsDPfC3YU3xw,RATE{star:5.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-C2w9HCzT0vmb93BYE0f9HA
u-idKkqBLI8MpwgTHm71t0PQ,WRITE_REVIEW{date:2016-03-12 04:06:38},r-C2w9HCzT0vmb93BYE0f9HA
u-idKkqBLI8MpwgTHm71t0PQ,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-idKkqBLI8MpwgTHm71t0PQ,RATE{star:4.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-a337pjKA30UOdswdgBrw5Q
u-3p66LPQoaDIrA7fMoq9t8A,WRITE_REVIEW{date:2015-05-21 23:37:17},r-a337pjKA30UOdswdgBrw5Q
u-3p66LPQoaDIrA7fMoq9t8A,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-3p66LPQoaDIrA7fMoq9t8A,RATE{star:3.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-msh3G3-XA_2v4SXgIijtZA
u-DbvIS10e5BRB7AFT5DAW4Q,WRITE_REVIEW{date:2017-08-04 01:09:12},r-msh3G3-XA_2v4SXgIijtZA
u-DbvIS10e5BRB7AFT5DAW4Q,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-DbvIS10e5BRB7AFT5DAW4Q,RATE{star:5.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-sHkTkxxmScrknCmoMacyGA
u-Vd6N3Dc9rtho-hOspaKQSg,WRITE_REVIEW{date:2014-09-03 21:50:00},r-sHkTkxxmScrknCmoMacyGA
u-Vd6N3Dc9rtho-hOspaKQSg,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-Vd6N3Dc9rtho-hOspaKQSg,RATE{star:2.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-MqjSVqb5x8SyGUGPYw3mMA
u-Xd-3racucNVUv1_SVxfvgQ,WRITE_REVIEW{date:2016-04-28 22:44:09},r-MqjSVqb5x8SyGUGPYw3mMA
u-Xd-3racucNVUv1_SVxfvgQ,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-Xd-3racucNVUv1_SVxfvgQ,RATE{star:2.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-UFxyYGZanG_wwmY10zNDjA
u-iDBDdG29pE0963TYM0q-qg,WRITE_REVIEW{date:2015-01-03 18:26:19},r-UFxyYGZanG_wwmY10zNDjA
u-iDBDdG29pE0963TYM0q-qg,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-iDBDdG29pE0963TYM0q-qg,RATE{star:4.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-oRv4JMv8HXkROS117pjf_Q
u-YtbE0S6-A6ls12cLhqueyw,WRITE_REVIEW{date:2015-02-28 19:17:20},r-oRv4JMv8HXkROS117pjf_Q
u-YtbE0S6-A6ls12cLhqueyw,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-YtbE0S6-A6ls12cLhqueyw,RATE{star:5.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-OTABSMI6SH1-RPe6A0xGuQ
u-kEK448CBw3QYJy52cT6euQ,WRITE_REVIEW{date:2014-11-11 19:15:21},r-OTABSMI6SH1-RPe6A0xGuQ
u-kEK448CBw3QYJy52cT6euQ,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-kEK448CBw3QYJy52cT6euQ,RATE{star:2.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-UfFdcZMVRBUgLz8CzyaomA
u-yiZGdSHvIFY0tetpl2ZxPQ,WRITE_REVIEW{date:2014-07-11 20:51:52},r-UfFdcZMVRBUgLz8CzyaomA
u-yiZGdSHvIFY0tetpl2ZxPQ,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-yiZGdSHvIFY0tetpl2ZxPQ,RATE{star:4.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-voo3Gz_JAD9YzefIk6R87g
u-EFddU8cj_WTKTBFgdatFBA,WRITE_REVIEW{date:2017-12-08 01:36:03},r-voo3Gz_JAD9YzefIk6R87g
u-EFddU8cj_WTKTBFgdatFBA,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-EFddU8cj_WTKTBFgdatFBA,RATE{star:4.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-GZHOEFcp-9dwPScUdrb1LA
u-j4iVWaHuwusa1vVAISWa5A,WRITE_REVIEW{date:2013-09-28 02:26:42},r-GZHOEFcp-9dwPScUdrb1LA
u-j4iVWaHuwusa1vVAISWa5A,VISIT{count:1},b-_PKXarw3GjlbwbXhjdpUMA
u-j4iVWaHuwusa1vVAISWa5A,RATE{star:4.0},b-_PKXarw3GjlbwbXhjdpUMA
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-5FZurlITg24aRLIYMzSe0Q
u-4KbUaerUBoiUwZGMHKVFxQ,WRITE_REVIEW{date:2018-11-01 21:33:56},r-5FZurlITg24aRLIYMzSe0Q
