,u_id,user_id,user_name,gender,age,fans,review_count,average_stars,friends,u_menus,r_id,rest_id,rest_name,postal_code,city,state,country,rest_rating,category,menus,aspects,rating,timestamp
1053,1005,u-Xz3SjQ_AsLSqTqd1ijWrJg,Lindsey,1,25,0,7,2.14,[],[],32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",5.0,1547399996
1054,1006,u-9NM0z6f9-zgUmkUMs1Xiig,Ruth,1,18,0,11,3.33,[],[],32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",4.0,1547987161
1055,1007,u-U1jJdUcyXyh1i2APYNd-6Q,David,0,35,0,3,3.0,[],[],32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",5.0,1557901495
1056,1008,u-pi5q-tDs3_dP6p2FXI9lpg,Bill,0,25,0,2,5.0,[],['goat'],32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",5.0,1554831413
1057,1009,u-rjHifu1-nXMoDlFUQryi1w,Kelly,1,1,0,1,5.0,[],['Chicken Tikka Masala'],32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",5.0,1549641407
1058,1010,u-UEYpGsvyWDRhxXuwUSvBvQ,Max Pie,1,45,0,2,5.0,[],"['dinner', 'Rabdi']",32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",5.0,1547211268
1059,1011,u-UTf4tyyn1SubhB3Eoqgcaw,liz,1,25,1,56,4.13,[],[],32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",5.0,1545937368
1060,1012,u-igyGxhWDqwLYrAarm32CKQ,Correy,0,56,0,5,5.0,[],['Gobi Manchurian'],32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",5.0,1546005395
1061,1013,u-w_INs1TnmWewZ_MIp2fUow,Aravind,1,25,0,5,1.8,[],"['Chicken Biryani', 'rice']",32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",1.0,1546027747
1062,1014,u-WH10W8Wr_AaGY0LJOOREZg,Jayanth,1,45,0,1,5.0,[],[],32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",5.0,1550408621
1063,1015,u-tbYeDZU4skvfXgMyraMPWw,Animesh,1,25,0,2,3.5,[],"['Mango Mastani', 'Garlic naan']",32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",2.0,1555176162
1064,1016,u--w3ArCgWBRPj-MM4X8Im5A,Dave,0,45,0,3,5.0,[],"['Gobi Manchurian', 'naan']",32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",5.0,1560958613
1065,1017,u-yd2nRmLDozMo-j3MkjCJqQ,Khephren,1,45,0,2,3.0,[],[],32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",5.0,1558890671
1066,1018,u-7wAdctG3920KcBLSVXlZdQ,Becka,1,25,8,62,4.55,[],[],32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",2.0,1546963729
1067,1019,u-_RV3d1dSafPCOw9JcA6AkA,Kate,1,35,0,3,4.67,[],"['Gobi Manchurian', 'crispy']",32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",5.0,1548786313
1068,1020,u-XYaC_vhAKpbwjasMk2yyjQ,Laura,1,56,0,1,5.0,[],['biryani'],32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",5.0,1547293297
1069,1021,u-2G0PfJgnhjr8jcb5nKLA5g,Kevin,0,25,2,15,4.0,[],[],32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",5.0,1545819193
1070,1022,u-wzJw55pZ7WvINZhE8n13zw,Anjie,1,56,0,10,4.7,[],"['Shrimp Tikka Masala', 'bread', 'naan', 'rice']",32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",5.0,1558630067
1071,1023,u-oHhVWpUvGX_OAmtc9XRPMQ,Corrie,1,35,0,2,5.0,[],[],32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",5.0,1558117976
1072,1024,u-ECOs16xO8O-09n8MsXvKGQ,Sophie,1,1,1,41,4.1,[],[],32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",4.0,1547371560
1073,1025,u-z2YVGKKcup6mjQmDQ6arEg,Adell,0,45,8,105,4.09,[],"['dinner', 'Gobi Manchurian', 'rabdi', 'mango lassi', 'crispy', 'naan']",32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",5.0,1561620223
1074,1026,u-RbUYE1SBi68URjKFidJlYw,Joe,0,56,0,10,3.0,[],[],32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",3.0,1562516040
1075,1027,u-Pzpkx0tCdCORANffdF5rGQ,Tom,0,35,0,32,4.35,[],"['Saag paneer', 'shrimp', 'Chicken masala', 'naan']",32,b-35KvoWbA3kEsdckaWqG3OA,Masala House Indian Bistro,15224,Pittsburgh,PA,United States,4.5,"['Indian', 'Vegetarian', 'Halal']","['tikka masala', 'Shrimp Chettinad', 'plain', 'Goat Gong', 'Goat Pepper Fry', 'gulab jamun', 'veg korma', 'goat', 'Samosa', 'biryani', 'paneer', 'chai', 'chili paneer', 'cauliflower korma', 'Chicken Tikka Masala', 'chutney', 'bread', 'Chicken masala', 'Goat', 'chicken vindaloo', 'butter naan', 'Chicken Spinach Dish', 'chicken', 'goat vindaloo', 'Chicken Tikka', 'Chana Masala', 'Curry', 'rabdi', 'mango lassi', 'karahi paneer', 'Saag paneer', 'lamb curry', 'naan', 'Garlic naan', 'Chicken Biryani', 'dinner', 'shrimp', 'Rabdi', 'Gobi Manchurian', 'Shrimp Tikka Masala', 'Rice', 'rice', 'Mango Mastani', 'spinach dal', 'buttery naan', 'crispy', 'pakora', 'masala chai']","['Staff', 'Service', 'Food', 'Menu', 'Decor', 'Taste', 'Parking', 'Food_Quality']",5.0,1552838875
