Name,Label
Chicken Pratak,MENU
Sweet Korma,MENU
Chicken Spinach Dish,MENU
Chilli Chicken Pepper Chicken,MENU
Chicken Curry Fish,MENU
Chama Masalla,MENU
Coconut Chicken,MENU
Karahi Chicken,MENU
Chicken Aloo Gobi,MENU
Mixed Rice,MENU
Pastries,MENU
Aloo Bhindi,MENU
Potato,MENU
Navratan Korma,MENU
Aloo Channa,MENU
Dal Tarka,MENU
Malai Veggies,MENU
Rice Pilaf,MENU
Mint Chutney,MENU
Black Bean Curry,MENU
Yogurt Chicken,MENU
Red Beans,MENU
Tzatziki Sauce,MENU
White Chucks,MENU
Tender White Chicken,MENU
Vegetable Jalfrezi,MENU
Chicken Thighs,MENU
Maharani,MENU
Boiled Chicken,MENU
Diet Coke,MENU
Peas,MENU
Palak,MENU
Lamb Spiced Barbecue Kana Masala,MENU
Kingfisher Lagers,MENU
Dian Beers,MENU
Tandoori Lamb,MENU
Curried Lamb,MENU
Veggie,MENU
Mixed Maharani Tandoori,MENU
Bajii,MENU
Lemon Pickle,MENU
Vegetable Masala,MENU
Mushroom Mutter,MENU
Kadhai Paneer,MENU
Tandoori Lamb Chops,MENU
Lamb Chop,MENU
Murg Tikka Masala,MENU
Murg Vindaloo,MENU
Spicy Rice,MENU
Potato Cake,MENU
Spicy Pepper Chicken,MENU
Dessert,MENU
Kahdai Murg,MENU
Aloo Matar,MENU
Poori,MENU
Curry Sauce,MENU
Tomato Curry Sauce,MENU
Paneer Makhni,MENU
Watery Tamarind Sauce,MENU
Shahi Korma,MENU
Almond Sauce,MENU
Vegetable Tikka Masala,MENU
Murg Curry,MENU
Papaadam,MENU
Lamb Mango,MENU
Gobhi Manchurian,MENU
Shrimp Tandoori,MENU
Tangy Sauce,MENU
Malai Kebab,MENU
Chilly Chicken,MENU
Soya Sauce,MENU
Murgh Biryani,MENU
Kadhai Murgh,MENU
Kadhai Chicken,MENU
Chaat Papri,MENU
Mushroom Pakora,MENU
Aromatic Biryani,MENU
Mint Sauce,MENU
Tikka Masal,MENU
Indaloo,MENU
Tiki Marsala Sauce,MENU
Garam Marsala,MENU
Vegetarian Meatballs,MENU
Garlic Naann,MENU
Palak Planner,MENU
Mint Paratha,MENU
Alloo Goobi,MENU
Lam Vindaloo,MENU
Chicken Chili,MENU
Hot Mango Chicken,MENU
Mango Chicken,MENU
Aloo Cauliflower,MENU
Chicken Momos,MENU
Dumplings,MENU
Hot & Spicy Chicken Wings,MENU
Pulao Rice,MENU
Butter Chicks,MENU
Potato Egg Roll,MENU
Spicy Curry,MENU
Sweet Vegetable,MENU
Lamb Vindalo,MENU
Breast Pieces,MENU
Paneer Pieces,MENU
Palak Panner,MENU
Cottage Cheese,MENU
Chicken Karai,MENU
Chicken Tikka Malasa,MENU
Mixed Veg Korma,MENU
Thai Fried Ice Cream,MENU
Goat Gong,MENU
Goat Curries,MENU
Gulab Jamu,MENU
Carrot Halwa,MENU
Cauliflower Korma,MENU
Spinach Dal,MENU
Goat Pepper Fry,MENU
Goat Gongura,MENU
Cauliflower,MENU
Mothichoor Ladoo,MENU
Rabdi,MENU
Palak Chaat,MENU
Gongura Chicken,MENU
Mango Mastani,MENU
Creamy Tikka Masala,MENU
Apollo Fish,MENU
Goat Gungura,MENU
Milkshake Mango Lassi,MENU
Mothichoord Ladoo,MENU
Pepper Fry,MENU
Snake Gourd Daal,MENU
Bhindi,MENU
Goat Plate,MENU
Andrhra Pulusu,MENU
Mint Masala Soda,MENU
Kedai Paneer,MENU
Veg Korma,MENU
Mint Masala Drink,MENU
Shrimp Chettinad,MENU
Chicken Gongura,MENU
Hot And Sour Curry,MENU
Gongura,MENU
Tandoori Chicken kebab,MENU
House Naan,MENU
Palak Chat,MENU
Spinach Chaat,MENU
Punjabi Curry,MENU
Tandoori Cooked,MENU
Shahi Tukra,MENU
Fried Bread,MENU
Brown Rice,MENU
Shrimp Karahi,MENU
Paneer Mutter,MENU
Chana Dal,MENU
Fried Fish,MENU
Gongura Curry,MENU
Raju Gari Kura,MENU
Karahi,MENU
Rajugari,MENU
Masala House Naan,MENU
Vegetable kebab,MENU
Vegetable Rice,MENU
Pepper Shrimp Fry,MENU
Goat Karahi,MENU
Motichur Laddu,MENU
Motichoor,MENU
Goat Karahi Curry,MENU
Shahi Tukda,MENU
Vindaloos,MENU
Garlic - Cilantro Naan,MENU
Tandoori Grill,MENU
Jaipuri Mixed Vegetables,MENU
Fish Tikka Masala,MENU
Prawn Coconut Curry,MENU
Tandoori Grille,MENU
Vegetable Curry Sauce,MENU
Tomatoe Soup,MENU
Fish Vindaloo,MENU
Goat Rogan Josh,MENU
Chicken Dhansak,MENU
Garlic And Butter Naan,MENU
Honey Butter Chicken,MENU
Tomato Soup,MENU
Potato Dumplings,MENU
Paneer Tikka Starter,MENU
Aloo Tikki Chat,MENU
Chicken Jalfrezi,MENU
Chicken Kebab Masala,MENU
Somosa,MENU
Beef Seekh Kebab,MENU
Minced Beef,MENU
Chicken Jalfrazi,MENU
Boneless Lamb Karahi Gravy,MENU
Boneless Lamb,MENU
Roghani Naan,MENU
Masala Tea,MENU
Chicken Leg,MENU
Kebab Rolls,MENU
Afghani Chicken,MENU
Veggie Curries,MENU
Chicken Biryiami,MENU
Tofu Matar Curry,MENU
Naan Garlic Bread,MENU
Mango Lasi,MENU
Keema Mater,MENU
Mango Icecream,MENU
Beef Korma,MENU
Masala Sauce,MENU
Chicken Platter,MENU
Vegetable And Paneer Pakora,MENU
Aloo Gobhi,MENU
Bismati Rice,MENU
Lassis,MENU
Mixed Grill,MENU
Ginger Chicken,MENU
Indian Tea,MENU
Chicken Naan,MENU
Chicken Thigh,MENU
Ginger Shrimp,MENU
Tikki Masala Chicken,MENU
Keema Matar,MENU
Korma Lamb,MENU
Tandoori Shrimp,MENU
Sutra,MENU
Mahi Mahi,MENU
Meatball Curry,MENU
Veg Pakora,MENU
Pepsi,MENU
Chicken Vidaloo,MENU
Vidaloo,MENU
Chicken Mugalai,MENU
Mango Lassies,MENU
Potato Pakora,MENU
Draft Beers,MENU
Pea Curry,MENU
Zucchini,MENU
Mushroom Matter,MENU
Mango Drink,MENU
Poppadoms,MENU
Tandoor Fish,MENU
Tiki Chicken Masala,MENU
Chippy Bread,MENU
Makhani,MENU
Coke,MENU
Masala Dish,MENU
Indian Milk Tea,MENU
Garbanzo Bean Chips,MENU
Madras Vegetables,MENU
Daal Maharani,MENU
Milk Tea,MENU
Sweet Bread Balls,MENU
Lamb Boti Masala,MENU
Chicken Makhani,MENU
Tandoori Chicken Pieces,MENU
Muttar Paneer,MENU
Paneer Tiki Masala,MENU
Basmati Rice Raita,MENU
Vegetable Puff,MENU
Califlower Patato,MENU
Chicken Tikka Marsala,MENU
Kihari Shrimp,MENU
Fried Cheese,MENU
Meatballs,MENU
Bengin Bharta,MENU
Fried Chicken Tenders,MENU
Murgh Makhani,MENU
Chicken Pokora,MENU
Tandoori Wings,MENU
Chicken Legs,MENU
Chicken Achari,MENU
Pickle Masala,MENU
Shahi Chicken Biiyanis,MENU
Karahi Lamb Laajwaab,MENU
Mumtaz Garden Chicken,MENU
Jalepeno Sauce,MENU
Shrimp Masala,MENU
Lamb Korba,MENU
Flavored Curry,MENU
Lamb Massala,MENU
Garlic Naahn,MENU
Vegetable Pakoora,MENU
Combo Platter,MENU
Bombay Aloo,MENU
Tandori Chickens,MENU
Basamati Rice,MENU
Indian Rice,MENU
Sausage,MENU
Spinach Paneer,MENU
Sweet Rice Soup,MENU
Ali Gobi,MENU
Curry Vegetables,MENU
Halva Carrot Pudding,MENU
Eggplant Stew,MENU
Mutton Curry,MENU
Paneer Marsala,MENU
Keema Matter,MENU
Tofu Matter,MENU
Pudding,MENU
Dding,MENU
Panneer Tikka Masala,MENU
Lamb Tikka Masala,MENU
Matter Paneer,MENU
Papadi Chat,MENU
Allotikki Chat,MENU
Vadapaav,MENU
Potato - Boondi,MENU
Snack,MENU
Chole Bhatura,MENU
Dahi Puri,MENU
Paneer Kati Wrap,MENU
Mango Lassi Vada Pav Pav Bhaji,MENU
Potato Curry,MENU
Green And Red Chutney,MENU
Thali Combo,MENU
Mango Lassi Drink,MENU
Pickled Lemon,MENU
Paneer Butter Masala Combo,MENU
Paneer Kati Roll,MENU
Pavbhaji,MENU
Choley Bhatura,MENU
Paav Bhaji,MENU
Paneer Kathi Roll,MENU
Spice Chai,MENU
Chola Bhatura,MENU
Pao Bhaji,MENU
Sabji,MENU
Choley Kathi Wrap,MENU
Choley,MENU
Coffee,MENU
Behl,MENU
Kaju Katli,MENU
Halwa Poori Bhaji,MENU
Combo Thali,MENU
Paneer Wrap,MENU
Thali Butter Masala,MENU
Sweet Fruit Drink,MENU
Curry Combos,MENU
Samsos,MENU
Combo Chat,MENU
Bhel Phuri,MENU
Samosay,MENU
Curry Thali,MENU
Rose Lassi,MENU
Paneer Kathi Wrap,MENU
Vada Pay,MENU
Punjabi Chole,MENU
Curry Rasawala Aloo,MENU
Paneer Butter Masala Aloo Gobi Roti,MENU
Aloo Bondas,MENU
Tamarind Chutni,MENU
Chats,MENU
Aloo Tiki Chaat,MENU
Poori Sabji,MENU
Fruit Cake,MENU
Plum Cake,MENU
Jalebi,MENU
Paneer Roll,MENU
Bindi Masala,MENU
Eggplants,MENU
Bhatura,MENU
Paneer Kaati Wrap,MENU
Paneer Kaati Roll,MENU
Yogurt Mint Sauce,MENU
Kaati Wraps,MENU
Roti Bread,MENU
Galub Jaman,MENU
Donuts,MENU
Mandarin Fish,MENU
Chili Shrimp,MENU
Chili - Chicken,MENU
Schewan Vegetable Fried Rice,MENU
Paneer Chilli,MENU
Mixed Veggies,MENU
Manchurian Rice,MENU
Mini Spring Roll,MENU
Spicy Garlic Chicken,MENU
Garlic Spicy Chicken,MENU
Fried Chicken Pieces,MENU
Garlic / Vinegar / Sugar Sauce,MENU
Pineapple Fried Rice,MENU
Breaded Chicken,MENU
Paneer With Chili,MENU
Deep Fried BaNaana Dessert,MENU
Vanilla Ice Cream,MENU
Egg Flower Mushroom Soup,MENU
Yellow Sauce,MENU
Chopped Jalapeno Sauce,MENU
Tikka Chicken,MENU
Sampling Platter,MENU
Somosas,MENU
Chicken Tandori,MENU
Mantra Masla,MENU
Mantra Masala,MENU
Dewane Handi,MENU
Chicken Tiki Marsala,MENU
Dark Chicken Curry,MENU
Mantra,MENU
Bazari Chicken,MENU
Creamy Tomato Sauce,MENU
Mixed Grilled,MENU
Chick Tikka Masala,MENU
Tandoor Mixed Grill,MENU
Mango Pickle,MENU
Veggie Basil Curry,MENU
Sag Paneer,MENU
Mix Grill,MENU
Onion Bhaji,MENU
Mantra Mixed Grill,MENU
Barah kebab,MENU
Chicken Bazari,MENU
Masala Chai Tea,MENU
Spiced Chai Tea,MENU
Bistro,MENU
Chicken Mantra,MENU
Lamb Tandoori,MENU
Chicken Sag,MENU
Lamb Mantra,MENU
Tender Lamb,MENU
Garlic Cream Sauce,MENU
Mantra Masala Appetizer Sampler,MENU
Batter Fried Chicken Item,MENU
Masada Sauce,MENU
Buffalo Wild,MENU
Deewane Handi,MENU
Veggie Khurma,MENU
Green Dipping Sauce,MENU
Chicken Sagg,MENU
Dwane Handi,MENU
Eggplant Dish,MENU
Garbanzo Beans,MENU
Lamb Korma Curry,MENU
Paleek Paneer,MENU
Garlic Chips,MENU
Samosa Garlic Naan,MENU
Padpi Chat,MENU
Crusty Naan Bread,MENU
Aloo Tikka,MENU
Tomatoey Vindaloo,MENU
Potato Chaat,MENU
Vegi Basil Curry,MENU
Ice Tea,MENU
Spicy Vindaloo,MENU
Mixed Vegetable Dumplings,MENU
Creamy Spiced Sauce,MENU
Leavened Bread,MENU
Mussels Mantra,MENU
Popi - Chat,MENU
Pasatico Ice Cream,MENU
Shrimps,MENU
Vegetable Basil Curry,MENU
Karaoke,MENU
Onion Culcha,MENU
Samosa Mixed,MENU
Chicken Tikka Masla,MENU
Taj Beer,MENU
Mago Lassi,MENU
Mantra Marsala,MENU
Badam Lassi,MENU
Mango Smoothie,MENU
Kichdi,MENU
Masala Chat,MENU
Basil Vegetable,MENU
Chicken Marinated,MENU
Almond Curry,MENU
Chicken Tikka Tandoori,MENU
Chiken Tikka Masala,MENU
Mango Martini,MENU
Vegetable Spring Rolls,MENU
Daal Makhni,MENU
Aloo Chaat,MENU
Cottage Cheese And Vegetable Koftas,MENU
Gulab Jamin,MENU
Chickpea Dishes,MENU
Kadi Pakora,MENU
Masala Coffee,MENU
Pappadams,MENU
Sweet And Sour Dipping Sauce,MENU
Pickled,MENU
Aromatic Navratna Korma,MENU
Kingfisher Beer,MENU
Tandoori Paneer Tikka,MENU
Makhani Sauce,MENU
Carrot Pickles,MENU
Prawn Masala,MENU
Mango Dacquiris,MENU
Spinach & Cheese,MENU
Veg Dumplings,MENU
Papri Chat,MENU
Yellow Daal Makhani,MENU
Yellow Daalk Makhani,MENU
Yellow Kaali,MENU
Sizzling Tandoori Grill,MENU
King Prawns,MENU
Methi Chicken Tikka,MENU
Paapri Chat,MENU
Onion Dosa,MENU
Malabar Chicken Curry,MENU
Mutton Curries,MENU
Chicken Lolly,MENU
Chicken Kothu Parotta,MENU
Payasam,MENU
Falooda,MENU
Egg Parotta,MENU
Mango Shake,MENU
Mutton Pepper Fry,MENU
Mutton Kothu,MENU
Kothu,MENU
Kothu Rotti,MENU
Paper Dosa Thali,MENU
Paper Dosa,MENU
Potato Masala Curry,MENU
Coconut Chutney,MENU
Tomato Chutney,MENU
Pineapple Kesari,MENU
Sweet Paan,MENU
Paan,MENU
Ceylon Egg Parotha,MENU
Mutton Dish,MENU
Attukal Soup,MENU
Spicy Chukka Biryani,MENU
Deep Fried Chicken Chettinad,MENU
Karaikudi Chettinad,MENU
Shredded Pepper Chicken,MENU
Onion Uttapam,MENU
Chicken Fried,MENU
Kingfish Fry,MENU
Anjappar Chicken,MENU
Egetable Kurma,MENU
Karaikuddi,MENU
Chicken Lollipop,MENU
Gulabjamun,MENU
Jerk Chicken,MENU
Crab Roast,MENU
Kerala Parotha,MENU
Chicken Chettinnad Roast,MENU
Chicken Varuval,MENU
Prawn Malabar Curry,MENU
Tomato Onion Uttapum,MENU
Paper Masala Dosa,MENU
Tomato Onion,MENU
Tomato Onion Chilli Uttapum,MENU
Uttapum,MENU
Jalebi Barfi,MENU
Laddu,MENU
Tamardind Chutney,MENU
Spicy Chicken Curry,MENU
Chickpea Dish,MENU
Spinach Dish,MENU
Chicken Norma,MENU
Sweet Rice Pudding,MENU
Shai Paneer,MENU
Palk Sag,MENU
Kohinoor Somosa,MENU
Bhajjis,MENU
Vegitarian Thali,MENU
Mango Lasse,MENU
Veg Rice,MENU
Spicy Eggplant,MENU
Junglee Pakora,MENU
Sweet Mango Lassi,MENU
Aloo Palak,MENU
Fried Mango Dessert,MENU
Haywards 5000 Beer,MENU
Kohinoor,MENU
Tofu,MENU
Vegetable Bhriyani,MENU
Mithai,MENU
Tandoori Dinner,MENU
Lamb Karahi,MENU
Butter Chickens,MENU
Tapioca,MENU
Roasted Okra,MENU
Sweet Onion Chn,MENU
Jamaican Beer,MENU
Eggplant Bhartha,MENU
Shahi Paneer,MENU
Milk Candy,MENU
Custard Fruit Salad,MENU
Kachori,MENU
Mango Pudding,MENU
Bhindi Masla,MENU
Sweets,MENU
Chicken Rice,MENU
Paratha Platter,MENU
Paneer Paratha,MENU
Palak Saag,MENU
Garlic Naaan,MENU
Chhole,MENU
Burfi,MENU
Baingan,MENU
Chicken Meatballs,MENU
Pakodas,MENU
Crispy Butter Naan,MENU
Dahi Papree,MENU
Aloo Tiki,MENU
Beef Meatballs,MENU
Hyderabadi Chicken Dum Biryani,MENU
Paneer Burji Dosa,MENU
Regular Dosa,MENU
Chinese Dosa,MENU
Chowpaty,MENU
Chaat Dosa,MENU
Chocolate Dosa,MENU
Chicken Ghee,MENU
Paneer Pakoda,MENU
Paneer Tikka Masala Kathi Roll,MENU
Kerala Brown Rice,MENU
Crispy Rice Pancakes,MENU
Mirchi Ka Salan,MENU
Manchurian Cauliflower,MENU
Mirchi Bajji,MENU
Dahi Vada,MENU
Paneer Tikka Roll,MENU
Madras Coffee,MENU
Coconut Drink,MENU
Vegetarian Appetizer Platter,MENU
Chicken Makani,MENU
Vindaloo Curry Chicken,MENU
Fried Patty,MENU
Cake,MENU
Potatoe Pea Curry,MENU
Sticky Donut Balls,MENU
Birbali Shorba,MENU
Veg Manchurian,MENU
Falafel,MENU
Kingfish Beer,MENU
Donut Balls,MENU
Chat Papdi,MENU
Hariyali Tikka,MENU
Tikka Masalas,MENU
Mutter Panneers,MENU
Coconut Or Tamarind Sauce,MENU
Goan Fish Curry,MENU
Tandoor Paneer Tikka,MENU
Deep Fried Okra,MENU
Deep Fried Potatoes,MENU
Vegetable Fritters,MENU
Szechuan Lamb,MENU
Mongolian Chicken,MENU
Chili Pepper Chicken,MENU
Curry Potatoes,MENU
Keema Samosa,MENU
Potato - Cashew Rolls,MENU
Samosa Pastry,MENU
Minced Lamb,MENU
Murgh Kalimirch,MENU
Daal Tadka,MENU
Garlic Cream,MENU
Masala Papadam,MENU
Veg Cutlets,MENU
Malai Methi Matar Curry,MENU
Sabzi,MENU
Orange Juice,MENU
Schezwan Chicken Noodles,MENU
Tandoori Chic,MENU
Vegetable Kopra,MENU
Tikka Masala Pizza,MENU
Madras Chicken,MENU
Saucy Chicken,MENU
Rosemary Naan,MENU
Mojito,MENU
Cuban Mojito,MENU
Tofu Tikka Masala,MENU
Organic Beer,MENU
White Basmati Rice,MENU
Lamb Vidaloo,MENU
Mint Raita,MENU
Cocktail,MENU
Papadom,MENU
Lime Pickle,MENU
Mango Fish,MENU
Chicken Tikka Sandwich,MENU
Vegetarian Platter,MENU
Beef Kadhai,MENU
Mushroom Makini,MENU
Vegetarian Combo,MENU
Calamari,MENU
Beer Kegs,MENU
Fried Pakora,MENU
Meat Tapas,MENU
Bartha,MENU
Vegetarian Combo Platter,MENU
Cheese Curds,MENU
Mango Daquiri,MENU
Grilled Masala Prawns,MENU
Grilled Masala Squid,MENU
Onion Bajis,MENU
Madras Mix Veg,MENU
Fried Calamari,MENU
Shrimp Tikka,MENU
Jumbo Shrimps,MENU
Coriander Mint Sauce,MENU
Tapas,MENU
Pan Seared Jumbo Shrimps,MENU
Scallop,MENU
Smoked Salmon,MENU
Meat Chunks,MENU
Saag Mushroom,MENU
Baigan Bhartha,MENU
Chicken Zanatti,MENU
Coconut Curry,MENU
Lamb Rangonjosh,MENU
Spinach With Cheese,MENU
Chicken Tikka Angara,MENU
Goan Prawn Dish,MENU
Pashwari Naan,MENU
Rice Pulao,MENU
Madras Curry,MENU
Fish Biryani,MENU
Mutton Roganjosh,MENU
Dum Parda Biryani,MENU
Bhindi Ana,MENU
Pompadams,MENU
Aloo Gobi Adrak Masala,MENU
Prawn Puri,MENU
Tomato Masala Sauce,MENU
Fried Indian Bread,MENU
Spicy Sweet Sour Pork,MENU
Pieces Chicken,MENU
Goat Malabar,MENU
Cholle,MENU
Battered Catfish,MENU
Garlic / Ginger Sauce,MENU
Paneer Masala Dosa,MENU
Tikka Masala Chicken Curry,MENU
Tandoori Mushroom,MENU
Palak Kofta,MENU
Nachos,MENU
Aloo Chole,MENU
Cheese Pakora,MENU
Mulligatawny Soup,MENU
Panak Paneer,MENU
Channa Daal,MENU
Paneer Chilly,MENU
Tomato Ketchup,MENU
Lamb Josh,MENU
Fried Goodies,MENU
Veggie Appetizer,MENU
Prathas,MENU
Chicken Tikka Makni,MENU
Mixed Tandoori Platter,MENU
Chicken Moghlai,MENU
Goat Meat Stew,MENU
Lamb Vindaloo Curry,MENU
Vegetable Balls,MENU
Sweet Red Sauce,MENU
Veggie Fritters,MENU
Basmati Cons,MENU
Fish Curries,MENU
Aloo Parathas,MENU
Beef Saag,MENU
Tandoori Mushrooms,MENU
Tandoori Sampler,MENU
Chicken Malai,MENU
Pistachio Ice Cream,MENU
Chappata,MENU
Mango Milkshake,MENU
Lamb Moghlai,MENU
Reshmi kebab Lasooni,MENU
Spinach With Paneer Cheese,MENU
Semolina Cake,MENU
Desert Soup,MENU
Coconut Pistachio,MENU
Baby Corn Manchurian,MENU
Lamb Manchurian,MENU
Ras Gula,MENU
Spicy Gobi Manchurian,MENU
Coconut Dosa,MENU
Udupi Masala Dosa,MENU
Mini Idly,MENU
Rava Masala,MENU
Raw Vegetable Salad,MENU
Triangular Dosa,MENU
Karahi Bhindi Masala,MENU
Tofu Manchurian,MENU
Okra Dish,MENU
Vada Curry,MENU
Vegetable Pakoda,MENU
Veg Fritters,MENU
Dosa Combo,MENU
Mutter Cashew,MENU
Milkshake,MENU
Kheer Dessert,MENU
Fried Veggies,MENU
Chicken Chilli,MENU
Mild Sauce,MENU
Stuffed Cheese,MENU
Dark Red Sauce,MENU
Charred Paneer,MENU
Malai Koftas,MENU
Baingan Bhartha,MENU
Paneer Tiki,MENU
Zucchini Pakora,MENU
Iceberg Salad,MENU
Idli Sambar,MENU
Hot Vegetable,MENU
Paneer Burji,MENU
Onion Naan,MENU
Potato Patty,MENU
Spicy Lamb Vindallo,MENU
Chickn Vindaloo,MENU
Indian Spiced Tea,MENU
Paneer With Vegetables,MENU
Non-Veg Tandoori Appetizer,MENU
Jeera Rice,MENU
Ice Cold Beer,MENU
Lamb Dhansak,MENU
Vegetarian Dish,MENU
Indian Spiced Iced Tea,MENU
Vegetarian Indo,MENU
Fried Vegetable Fritters,MENU
Egg Plant,MENU
Panner With Green Peas,MENU
Pina Colada,MENU
Spinach Sauce,MENU
Shrimp Spring Rolls,MENU
Shrimp Rolls,MENU
Pad Thai Noodles,MENU
Chicken Pad Thai,MENU
Avocado And Brie Sandwich,MENU
Stuffed French Toast,MENU
Ham And Cheese,MENU
Sandwiche,MENU
Garden Salad,MENU
Chicken Nuggets,MENU
French Toast,MENU
Chicken Fried Rice,MENU
Shrimp Fried Rice,MENU
Vietnamese Coffee,MENU
Grilled Cheese,MENU
Greek Salad,MENU
Lite Beer,MENU
Udon Noodles,MENU
Crispy Noodles,MENU
Quasadillas,MENU
Creamy Curry,MENU
Lemon Wedge,MENU
Brie And Avocado Sandwich,MENU
Brie Sandwich,MENU
Bbq Chicken Wings,MENU
Schnitzel Sandwich,MENU
Marinated Pork Sandwich,MENU
Marinated Pork,MENU
Tuna Sandwiches,MENU
Wings,MENU
Vegetable Stirfry,MENU
Cheese Sandwiches,MENU
Cocktails,MENU
Udon Stir Fry,MENU
Egg Noodles,MENU
Brie Avocado Sandwich,MENU
Sweet Potato Fries,MENU
Bottled Beer,MENU
Brie & Avocado Sandwich,MENU
Ladybug Sandwiches,MENU
House Beer,MENU
Chicken Strips,MENU
Veggie Cheese Omlette,MENU
Shrimp Pad Thai,MENU
Bacon,MENU
Toast,MENU
Caesar Salad,MENU
Grilled Vegetable Sandwich,MENU
Pancakes,MENU
Mixed Drinks,MENU
Hummus,MENU
Chipotle Sauce,MENU
Beef Sandwich,MENU
Curried Chicken,MENU
Chicken Fingers,MENU
Honey Garlic Sauce,MENU
Cajun Noodles,MENU
Grill Cheese,MENU
Chicken Salad,MENU
Chinese Veggie And Chicken Stir - Fry,MENU
Avocado & Brie Sandwich,MENU
Amber,MENU
Wheat Beer,MENU
Crispy Chow Mein,MENU
Grilled Cheese Sandwich,MENU
Scallops,MENU
Murgh Tikka Masala,MENU
Pancake,MENU
Lamb Meatballs,MENU
Chili Cauliflower,MENU
Goan Prawn Curry,MENU
Masala Cauliflower,MENU
Lamb Kofka,MENU
Chettinad Chicken,MENU
Panner Makhni,MENU
Molten Chocolate Cake,MENU
Samosa Potli,MENU
Goat Cheese Malai Kofta,MENU
Goat Cheese,MENU
Tomato - Potato,MENU
Saffron Almond Paneer,MENU
Riesling,MENU
Gunpowder Prawns,MENU
Tofu-Vegetable Kesari,MENU
Prawns,MENU
Lamb Kozhambu,MENU
Spinach And Paneer,MENU
Dhal Makhani,MENU
Mustard Ginger Marinade,MENU
Lamp Chops,MENU
Lamb Gohst,MENU
Chicken Tikka Misala,MENU
Amritsari Garlic Chicken,MENU
Chicken Chittinadu,MENU
Spicy Tikka Masala,MENU
Kebab Chicken,MENU
Chicken Chettinadu,MENU
Tomato Based Sauce,MENU
Chicken Tikka Masalla,MENU
Goan Shrimp,MENU
Chocolate Lava Cake,MENU
Mango Lassi Ice Cream,MENU
Mango Puri,MENU
Black Sesame - Apricot,MENU
Chilli Glazed Chicken Tikka,MENU
Chettinadu Curry,MENU
Subway Sandwich,MENU
Chicken Saag Paneer,MENU
Saffron,MENU
Almond & Paneer Kulcha Bread,MENU
Chicken With Coconut Cream Sauce,MENU
Spicy Seafood,MENU
Mango Cream Sauce,MENU
Tomatoey Cream Sauce,MENU
Chicken Mirch Malai,MENU
Murgh Chicken Tikka Masala,MENU
Pepper Puree,MENU
Ice Creams,MENU
Sweet And Sour Chutney,MENU
Dahl Makhni,MENU
Chicken Murgh Malai,MENU
Gajar Ka Halwa,MENU
Prawn Curry,MENU
Black Sesame Glazed Chicken Tikka,MENU
Saag Vegetable,MENU
Masala Chhili,MENU
Roasted Seabass,MENU
Coconut Sauce,MENU
Cauliflower Dish,MENU
Gajar Halwa,MENU
Murgh Tikka,MENU
Tarkari Gosht Lamb,MENU
Chocolate Cake,MENU
Mango Mousse,MENU
Lamb Marsala,MENU
Potli Samosa,MENU
Tiki Masa Chicken,MENU
Salad With Cheese,MENU
Tikka Marsala,MENU
Duck And Mushroom Korma,MENU
Lemon Almond Rice,MENU
Sweet And Spicy Sauce,MENU
Seafood Medley,MENU
Kashmiri Chili,MENU
Grapefruit,MENU
Bottle Masala Gosht,MENU
Mango Mousse Cake,MENU
Apricot Chicken Tikki,MENU
Lamb Rogan Curry,MENU
Sabz Paneer,MENU
Spicy Coconut Veggie Bowl,MENU
Lamb Crostini,MENU
Starter Soup,MENU
Apple Chaat Martini,MENU
Halwa Cake,MENU
Coastal Masala Prawns,MENU
Chicken Mirchi Malai,MENU
Konkan Spiced Vegetable,MENU
Crab Kundan Quorma,MENU
Punjabi Gosht,MENU
Fruit Salad,MENU
Meatball Platter,MENU
Scallop Appetizer,MENU
Apricot Tikka Chicken,MENU
Cauliflower Tikka Masala,MENU
Tikka Malala,MENU
Goat Cheese Kofta,MENU
Goat Cheese Ball,MENU
Spinach Soup,MENU
White Chicken Meat,MENU
Lamb Gosht,MENU
Scallop Dish,MENU
Regular Bread,MENU
Khoya Malai Maans,MENU
Red Curry Sauce,MENU
Paneer Kulcha,MENU
Diced Lamb,MENU
Mint And Mango Chutney,MENU
Mango / Watermelon Kachumber Salad,MENU
Allepy Masala Prawns,MENU
Gigande Beans Pappu,MENU
Mocha Kulfi,MENU
Key Lime Pie,MENU
Sweet Tea,MENU
Massala Chai Tea,MENU
Lamb Kebab,MENU
Chutney Prawns,MENU
Mushroom And Green Peas Kulcha,MENU
Vegetarian Pie,MENU
Vegetable Bhaji,MENU
Sesame Chicken,MENU
Chicken Chartinodu,MENU
Pakode,MENU
Chicken Mirchi,MENU
Malai,MENU
Keema Bhatura,MENU
Goan Curry,MENU
Tika Masala Chicken,MENU
Tikka Massala,MENU
Murg Chicken,MENU
Veggie Biryani,MENU
Mixed Green Salad,MENU
Chicken Peppercorn,MENU
Dinner Chicken Mirchi Malai,MENU
Shrimp And Coconut,MENU
Peppercorn Chicken,MENU
Goan Curry Sauce,MENU
Mango Gelato,MENU
Vegan Coconut Chili Sauce,MENU
Duck Leg Khorma,MENU
Fennel Masala,MENU
Cheese With,MENU
Cucumber Avocado Soup,MENU
Avocado Soup,MENU
Rye Whiskey,MENU
Lava Cake,MENU
Mushroom Bean Potato Curry,MENU
Chicken Tikka Massala,MENU
Tikki Chole,MENU
Mushroom Medley Rolls,MENU
Goya Shrimp,MENU
